canonical_term,category,count,problem_ids,match_key,thesaurus_term_ids,encyclopedia_eids,in_thesaurus,in_encyclopedia,match_status
허위,인물,3,"['cj_v41_0370', 'cj_v41_0883', 'cj_v41_1511']",허위,21590,E0063110;E0063111,True,True,both
첨의부,기관,3,"['cj_v41_0154', 'cj_v41_0911', 'cj_v41_1062']",첨의부,7967,E0056200,True,True,both
철령,지명,3,"['cj_v41_0153', 'cj_v41_0965', 'cj_v41_1206']",철령,24978,E0056120,True,True,both
위화부,기관,3,"['cj_v41_0151', 'cj_v41_0953', 'cj_v41_1484']",위화부,6663,E0041213,True,True,both
개국기년,제도,3,"['cj_v41_0078', 'cj_v41_0271', 'cj_v41_1433']",개국기년,1194,E0001585,True,True,both
지봉유설,문헌,3,"['cj_v41_0639', 'cj_v41_0785', 'cj_v41_img_66_24']",지봉유설,26068,E0054217,True,True,both
천주실의,문헌,3,"['cj_v41_0639', 'cj_v41_0785', 'cj_v41_img_66_24']",천주실의,26051,E0056037,True,True,both
반정 공신,단체,3,"['cj_v41_0635', 'cj_v41_0968', 'cj_v41_1066']",반정공신,4138,E0021547,True,True,both
김효원,인물,3,"['cj_v41_0635', 'cj_v41_0780', 'cj_v41_1212']",김효원,22030,E0011133;E0079338,True,True,both
심의겸,인물,3,"['cj_v41_0635', 'cj_v41_0780', 'cj_v41_1212']",심의겸,24007,E0033897,True,True,both
기벌포 전투,사건,3,"['cj_v41_0050', 'cj_v41_0383', 'cj_v41_0809']",기벌포전투,12594489,E0008239,True,True,both
국립중앙박물관,기관,3,"['cj_v41_img_53_17', 'cj_v41_img_71_16', 'cj_v41_1209']",국립중앙박물관,39858613,E0006249,True,True,both
대부,인물,3,"['cj_v41_0296', 'cj_v41_0521', 'cj_v41_1288']",대부,35670532;21018572;20984465;10022;16624;3169;3171,E0014426;E0014427;E0014428,True,True,both
위만,인물,3,"['cj_v41_0097', 'cj_v41_1338', 'cj_v41_1483']",위만,21237,E0041137,True,True,both
사찬,인물,3,"['cj_v41_0525', 'cj_v41_1052', 'cj_v41_1291']",사찬,35669857;4964;15322,E0025983,True,True,both
동성왕,인물,3,"['cj_v41_0522', 'cj_v41_0671', 'cj_v41_1049']",동성왕,3593,E0016593,True,True,both
비담,인물,3,"['cj_v41_0522', 'cj_v41_1345', 'cj_v41_1489']",비담,16797724,E0025107,True,True,both
염종,인물,3,"['cj_v41_0522', 'cj_v41_1345', 'cj_v41_1489']",염종,14693430,E0037144,True,True,both
사기,문헌,3,"['cj_v41_0145', 'cj_v41_0253', 'cj_v41_0966']",사기,4202803;35669815;25690,E0025410;E0025411,True,True,both
조의,제도,3,"['cj_v41_0098', 'cj_v41_0193', 'cj_v41_1003']",조의,19871,E0052497,True,True,both
선인,제도,3,"['cj_v41_0098', 'cj_v41_0193', 'cj_v41_1003']",선인,5398;20984915,E0028887,True,True,both
광복,기관,3,"['cj_v41_0664', 'cj_v41_0788', 'cj_v41_0894']",광복,897,E0005133,True,True,both
정의부,단체,3,"['cj_v41_0042', 'cj_v41_0138', 'cj_v41_0463']",정의부,7534,E0050766,True,True,both
조선 혁명군,단체,3,"['cj_v41_0041', 'cj_v41_0280', 'cj_v41_0749']",조선혁명군,7716,E0052267,True,True,both
서당 규칙,제도,3,"['cj_v41_0039', 'cj_v41_0890', 'cj_v41_1174']",서당규칙,39852424,E0076122,True,True,both
근로 기준법,법령,3,"['cj_v41_0283', 'cj_v41_0802', 'cj_v41_1045']",근로기준법,29368005,E0007404,True,True,both
사략,문헌,3,"['cj_v41_0393', 'cj_v41_0442', 'cj_v41_0728']",사략,29370089,E0025499,True,True,both
김대중,인물,3,"['cj_v41_0045', 'cj_v41_0424', 'cj_v41_0995']",김대중,21048,E0078635,True,True,both
신한 민주당,단체,3,"['cj_v41_0045', 'cj_v41_1189', 'cj_v41_1522']",신한민주당,15717;6020,E0033531;E0033532,True,True,both
개로왕,인물,3,"['cj_v41_0671', 'cj_v41_0856', 'cj_v41_0951']",개로왕,1199,E0001616,True,True,both
대승기신론소,문헌,3,"['cj_v41_0670', 'cj_v41_1100', 'cj_v41_1392']",대승기신론소,25492,E0014539;E0080231,True,True,both
달솔,제도,3,"['cj_v41_0668', 'cj_v41_0762', 'cj_v41_1487']",달솔,3033,E0013748,True,True,both
헌법,문헌,3,"['cj_v41_0659', 'cj_v41_1138', 'cj_v41_1526']",헌법,21001043,E0063211,True,True,both
경성방직주식회사,기관,3,"['cj_v41_0653', 'cj_v41_1080', 'cj_v41_1326']",경성방직주식회사,1470,E0077991,True,True,both
덕수궁,지명,3,"['cj_v41_0647', 'cj_v41_0887', 'cj_v41_1227']",덕수궁,3359,E0015361,True,True,both
고려사,문헌,3,"['cj_v41_0295', 'cj_v41_0721', 'cj_v41_1203']",고려사,25260,E0003456,True,True,both
소작쟁의,사건,3,"['cj_v41_0183', 'cj_v41_0608', 'cj_v41_0803']",소작쟁의,5578,E0030256,True,True,both
대한독립군,단체,3,"['cj_v41_0180', 'cj_v41_0463', 'cj_v41_1328']",대한독립군,3283,E0014966,True,True,both
박상진,인물,3,"['cj_v41_0700', 'cj_v41_0934', 'cj_v41_1373']",박상진,22550,E0020757;E0075843,True,True,both
최윤덕,인물,3,"['cj_v41_0687', 'cj_v41_0970', 'cj_v41_1405']",최윤덕,21571,E0057552,True,True,both
대사헌,기관,3,"['cj_v41_0685', 'cj_v41_1065', 'cj_v41_1356']",대사헌,3186;20990533,E0014470,True,True,both
구미 위원부,기관,3,"['cj_v41_0037', 'cj_v41_0746', 'cj_v41_1421']",구미위원부,2102,E0005776,True,True,both
문주왕,인물,3,"['cj_v41_0381', 'cj_v41_0856', 'cj_v41_1196']",문주왕,3989,E0019671,True,True,both
읍군,제도,3,"['cj_v41_0146', 'cj_v41_0761', 'cj_v41_1048']",읍군,25167203,E0043052,True,True,both
주시경,인물,3,"['cj_v41_0185', 'cj_v41_0894', 'cj_v41_1519']",주시경,21554,E0053328,True,True,both
토월회,단체,3,"['cj_v41_0184', 'cj_v41_1231', 'cj_v41_1419']",토월회,8489,E0059203,True,True,both
문과,제도,3,"['cj_v41_0497', 'cj_v41_0968', 'cj_v41_1336']",문과,3931;29369113,E0019419,True,True,both
목화,유물,3,"['cj_v41_0101', 'cj_v41_0643', 'cj_v41_0923']",목화,8392732,E0018752;E0018753,True,True,both
보장왕,인물,3,"['cj_v41_0102', 'cj_v41_0524', 'cj_v41_0803']",보장왕,4420,E0023525,True,True,both
한성근,인물,3,"['cj_v41_0099', 'cj_v41_0692', 'cj_v41_1412']",한성근,21584,E0061722,True,True,both
김주원,인물,3,"['cj_v41_0386', 'cj_v41_0906', 'cj_v41_1103']",김주원,21963,E0010540,True,True,both
유엔한국임시위원단,기관,3,"['cj_v41_0139', 'cj_v41_0422', 'cj_v41_0845']",유엔한국임시위원단,6820,E0068340,True,True,both
함경도,지명,3,"['cj_v41_0504', 'cj_v41_0648', 'cj_v41_1368']",함경도,25056;90404;90308;91496,E0062112,True,True,both
조일 통상 장정,조약,3,"['cj_v41_0504', 'cj_v41_0929', 'cj_v41_1265']",조일통상장정,7656;7657,E0052539,True,True,both
흥보가,문헌,3,"['cj_v41_0496', 'cj_v41_0828', 'cj_v41_1312']",흥보가,8866;41943328,E0066005,True,True,both
홍길동전,문헌,3,"['cj_v41_0496', 'cj_v41_0828', 'cj_v41_1266']",홍길동전,26009,E0063994;E0063995,True,True,both
고부,지명,3,"['cj_v41_0031', 'cj_v41_0222', 'cj_v41_1027']",고부,11408;2098350,E0003609;E0003610,True,True,both
대원군,인물,3,"['cj_v41_0027', 'cj_v41_0125', 'cj_v41_0265']",대원군,3226,E0014635,True,True,both
지구전요,문헌,3,"['cj_v41_0263', 'cj_v41_0497', 'cj_v41_0786']",지구전요,26045,E0054094,True,True,both
고구마,유물,3,"['cj_v41_0108', 'cj_v41_0905', 'cj_v41_1105']",고구마,4201279,E0003335,True,True,both
용암포,지명,3,"['cj_v41_0413', 'cj_v41_0879', 'cj_v41_1321']",용암포,14690430,E0039595,True,True,both
유교구신론,문헌,3,"['cj_v41_0414', 'cj_v41_0650', 'cj_v41_1231']",유교구신론,6665,E0041281,True,True,both
갑술환국,사건,3,"['cj_v41_0738', 'cj_v41_0871', 'cj_v41_1455']",갑술환국,1158,E0000919,True,True,both
의천,인물,3,"['cj_v41_0725', 'cj_v41_1106', 'cj_v41_1402']",의천,21288,E0043423;E0043424;E0043425,True,True,both
실록,문헌,3,"['cj_v41_0269', 'cj_v41_0730', 'cj_v41_1406']",실록,6036,E0033644,True,True,both
양화진,지명,3,"['cj_v41_0267', 'cj_v41_0976', 'cj_v41_1413']",양화진,24757,E0035880,True,True,both
사직,제도,3,"['cj_v41_0720', 'cj_v41_1023', 'cj_v41_1097']",사직,10091;19144;21019790;21020748;29372571,E0025967;E0025968;E0025969,True,True,both
의민단,단체,3,"['cj_v41_0703', 'cj_v41_0987', 'cj_v41_1365']",의민단,6747,E0043224,True,True,both
유길준,인물,3,"['cj_v41_0032', 'cj_v41_0988', 'cj_v41_1315']",유길준,21250,E0041318,True,True,both
공녀,제도,3,"['cj_v41_0679', 'cj_v41_1260', 'cj_v41_1303']",공녀,1755,E0004252,True,True,both
정발,인물,3,"['cj_v41_0275', 'cj_v41_0310', 'cj_v41_0803']",정발,21535,E0050228,True,True,both
안희제,인물,3,"['cj_v41_0275', 'cj_v41_1323', 'cj_v41_1528']",안희제,22897,E0035125,True,True,both
민종식,인물,3,"['cj_v41_0268', 'cj_v41_0604', 'cj_v41_1125']",민종식,21121,E0020279,True,True,both
경기전,유적,3,"['cj_v41_0269', 'cj_v41_0641', 'cj_v41_0899']",경기전,12586340,E0080586,True,True,both
사림파,단체,3,"['cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_1114']",사림파,4853;25168736,E0025559,True,True,both
보통학교,기관,3,"['cj_v41_0750', 'cj_v41_0890', 'cj_v41_1420']",보통학교,39859414;33562627;33562147;33562158;33562206;33562283;33562300;33562367;33562413;33562427,E0023584,True,True,both
준천사,기관,3,"['cj_v41_0261', 'cj_v41_1020', 'cj_v41_1409']",준천사,7762,E0053649,True,True,both
동문휘고,문헌,3,"['cj_v41_0261', 'cj_v41_0825', 'cj_v41_1212']",동문휘고,25560,E0016472,True,True,both
고간,인물,3,"['cj_v41_0196', 'cj_v41_0716', 'cj_v41_1052']",고간,1643,E0003290,True,True,both
최명길,인물,3,"['cj_v41_0257', 'cj_v41_0540', 'cj_v41_1453']",최명길,21561,E0057284,True,True,both
균역청,기관,3,"['cj_v41_0261', 'cj_v41_0542', 'cj_v41_0921']",균역청,2394,E0007305,True,True,both
전지,제도,3,"['cj_v41_0775', 'cj_v41_1297', 'cj_v41_1456']",전지,33564980;91316;9798,E0049700;E0049701;E0049702;E0068978,True,True,both
이덕무,인물,3,"['cj_v41_img_57_20', 'cj_v41_1118', 'cj_v41_1220']",이덕무,21325,E0043990,True,True,both
적고적,인물,3,"['cj_v41_0104', 'cj_v41_0292', 'cj_v41_0339']",적고적,7153,E0049133,True,True,both
내각일력,문헌,3,"['cj_v41_0397', 'cj_v41_0592', 'cj_v41_0685']",내각일력,25432,E0012400,True,True,both
을묘왜변,사건,3,"['cj_v41_0397', 'cj_v41_0592', 'cj_v41_1356']",을묘왜변,6867,E0042945,True,True,both
부산포,지명,3,"['cj_v41_0395', 'cj_v41_0536', 'cj_v41_0681']",부산포,20972211,E0024284,True,True,both
정여립,인물,3,"['cj_v41_0396', 'cj_v41_0540', 'cj_v41_1498']",정여립,21465,E0050581,True,True,both
갑오개혁,정책,3,"['cj_v41_0409', 'cj_v41_0497', 'cj_v41_0649']",갑오개혁,1161,E0000925,True,True,both
한일 의정서,조약,3,"['cj_v41_0408', 'cj_v41_0838', 'cj_v41_1314']",한일의정서,8802,E0061922,True,True,both
일본군 위안부,단체,3,"['cj_v41_0136', 'cj_v41_0183', 'cj_v41_0465']",일본군위안부,12146,E0050509,True,True,both
이상룡,인물,3,"['cj_v41_0134', 'cj_v41_0553', 'cj_v41_0853']",이상룡,21302,E0044586,True,True,both
원산학사,기관,3,"['cj_v41_img_49_39', 'cj_v41_0836', 'cj_v41_1508']",원산학사,6565,E0040700,True,True,both
감자,유물,3,"['cj_v41_0108', 'cj_v41_0905', 'cj_v41_1105']",감자,16799174;18861,E0000815;E0000816;E0000817,True,True,both
대장군,제도,3,"['cj_v41_0201', 'cj_v41_0583', 'cj_v41_1092']",대장군,35670564;3232;21019137,E0014685,True,True,both
인종,인물,3,"['cj_v41_0816', 'cj_v41_1213', 'cj_v41_1497']",인종,6898;6899;12583197,E0047033;E0047034,True,True,both
명량,지명,3,"['cj_v41_0116', 'cj_v41_0213', 'cj_v41_0540']",명량,21039076,E0018249,True,True,both
팔도지리지,문헌,3,"['cj_v41_0115', 'cj_v41_0262', 'cj_v41_0825']",팔도지리지,26106,E0059723,True,True,both
경대승,인물,3,"['cj_v41_0486', 'cj_v41_0913', 'cj_v41_1062']",경대승,21019,E0002368,True,True,both
병마사,기관,3,"['cj_v41_0483', 'cj_v41_1197', 'cj_v41_1344']",병마사,4340;4342,E0023088,True,True,both
송문주,인물,3,"['cj_v41_0111', 'cj_v41_0912', 'cj_v41_1158']",송문주,33564121,E0030813,True,True,both
청주,지명,3,"['cj_v41_0480', 'cj_v41_0624', 'cj_v41_0846']",청주,48240728;24996,E0056708;E0056709,True,True,both
해심밀경소,문헌,3,"['cj_v41_0478', 'cj_v41_0952', 'cj_v41_1102']",해심밀경소,33566084,E0062633;E0062634,True,True,both
대종교,사상,3,"['cj_v41_0475', 'cj_v41_0600', 'cj_v41_0704']",대종교,3257;90170;570,E0014791,True,True,both
을사사화,사건,3,"['cj_v41_0025', 'cj_v41_0446', 'cj_v41_0736']",을사사화,6720,E0042955,True,True,both
최현배,인물,3,"['cj_v41_0796', 'cj_v41_0894', 'cj_v41_0988']",최현배,21577,E0057759,True,True,both
대한자강회,단체,3,"['cj_v41_0794', 'cj_v41_1368', 'cj_v41_1517']",대한자강회,3324,E0015173,True,True,both
광야,문헌,3,"['cj_v41_0232', 'cj_v41_0513', 'cj_v41_0936']",광야,2007,E0005167;E0005168,True,True,both
양계,지명,3,"['cj_v41_1197', 'cj_v41_1344', 'cj_v41_1494']",양계,13510;48244764,E0035401,True,True,both
가야,국가,3,"['cj_v41_0004', 'cj_v41_1290', 'cj_v41_1389']",가야,1052;90396;90280;91426,E0000257,True,True,both
김유신,인물,3,"['cj_v41_0006', 'cj_v41_0479', 'cj_v41_0522']",김유신,21070,E0010086;E0078585,True,True,both
선왕,인물,3,"['cj_v41_1152', 'cj_v41_1433', 'cj_v41_img_78_09']",선왕,5389;13399,E0028820,True,True,both
진위대,기관,3,"['cj_v41_1173', 'cj_v41_1461', 'cj_v41_1514']",진위대,10034,E0054827,True,True,both
친위대,기관,3,"['cj_v41_1173', 'cj_v41_1461', 'cj_v41_1514']",친위대,8350,E0058433,True,True,both
형조,기관,3,"['cj_v41_0216', 'cj_v41_1165', 'cj_v41_1219']",형조,8929;20989836,E0063559,True,True,both
백화점,기관,3,"['cj_v41_1184', 'cj_v41_1378', 'cj_v41_1426']",백화점,39846370,E0022472,True,True,both
양반,단체,3,"['cj_v41_img_51_27', 'cj_v41_0223', 'cj_v41_1172']",양반,6200,E0035521,True,True,both
금관가야,국가,3,"['cj_v41_img_52_03', 'cj_v41_0522', 'cj_v41_1433']",금관가야,37753576,E0007597,True,True,both
화천,유물,3,"['cj_v41_0240', 'cj_v41_0997', 'cj_v41_1095']",화천,8973,E0064888;E0064889,True,True,both
오수전,유물,3,"['cj_v41_0240', 'cj_v41_0997', 'cj_v41_1095']",오수전,13269,E0038372,True,True,both
소학,문헌,3,"['cj_v41_0018', 'cj_v41_1066', 'cj_v41_1452']",소학,25645,E0030333,True,True,both
훈도,기관,3,"['cj_v41_0018', 'cj_v41_0168', 'cj_v41_0211']",훈도,21017103;924,E0065790,True,True,both
장영실,인물,3,"['cj_v41_0015', 'cj_v41_0349', 'cj_v41_0661']",장영실,23472,E0048697,True,True,both
자격루,유물,3,"['cj_v41_0015', 'cj_v41_0263', 'cj_v41_0349']",자격루,16688,E0047854,True,True,both
삼한,국가,3,"['cj_v41_0948', 'cj_v41_1048', 'cj_v41_1096']",삼한,5074;90382;90266;91416,E0026922,True,True,both
열전,문헌,3,"['cj_v41_0210', 'cj_v41_0253', 'cj_v41_0966']",열전,15041,E0037066,True,True,both
동명왕편,문헌,3,"['cj_v41_0012', 'cj_v41_1159', 'cj_v41_1255']",동명왕편,3564,E0016437,True,True,both
환호,유적,3,"['cj_v41_0854', 'cj_v41_0947', 'cj_v41_1287']",환호,19373,E0068746,True,True,both
도산서원,유적,3,"['cj_v41_0853', 'cj_v41_1160', 'cj_v41_1309']",도산서원,4201437;16800904;8403222;8403228;8403232;8403236;8403240;8403272;8403278,E0015678;E0015679;E0015680;E0015681;E0015682;E0015683,True,True,both
응방,기관,3,"['cj_v41_1012', 'cj_v41_1110', 'cj_v41_1402']",응방,6737,E0043077,True,True,both
남경,지명,3,"['cj_v41_1008', 'cj_v41_1107', 'cj_v41_1250']",남경,24283,E0011767,True,True,both
광군사,기관,3,"['cj_v41_0439', 'cj_v41_0483', 'cj_v41_0727']",광군사,20988493;1980,E0005068,True,True,both
환구단,유적,3,"['cj_v41_0126', 'cj_v41_0459', 'cj_v41_0647']",환구단,12670,E0040617,True,True,both
우군칙,인물,3,"['cj_v41_0122', 'cj_v41_0594', 'cj_v41_0690']",우군칙,22950,E0039809,True,True,both
고종실록,문헌,3,"['cj_v41_0123', 'cj_v41_0550', 'cj_v41_0634']",고종실록,25272;29371944,E0003942,True,True,both
신문지법,정책,3,"['cj_v41_0933', 'cj_v41_1129', 'cj_v41_1174']",신문지법,5933,E0032954,True,True,both
민화,문화재,3,"['cj_v41_1019', 'cj_v41_1312', 'cj_v41_1454']",민화,12597675,E0020370,True,True,both
제물포,지명,3,"['cj_v41_0226', 'cj_v41_0268', 'cj_v41_1314']",제물포,24931,E0051275,True,True,both
건흥,제도,2,"['cj_v41_1433', 'cj_v41_img_78_09']",건흥,27263560;16907;20983562;20983638;20983648;20983787;20983848;20983880,E0002041;E0002042,True,True,both
남한 대토벌 작전,사건,2,"['cj_v41_1414', 'cj_v41_1472']",남한대토벌작전,39849827,E0066314,True,True,both
권행,인물,2,"['cj_v41_1395', 'cj_v41_1490']",권행,18379,E0007131,True,True,both
유금필,인물,2,"['cj_v41_1346', 'cj_v41_1395']",유금필,22974,E0041304,True,True,both
김무력,인물,2,"['cj_v41_1343', 'cj_v41_1485']",김무력,23627,E0009127,True,True,both
고왕,인물,2,"['cj_v41_1344', 'cj_v41_1433']",고왕,3255,E0003841,True,True,both
사발통문,문헌,2,"['cj_v41_1317', 'cj_v41_1414']",사발통문,4872,E0025628,True,True,both
이찬,제도,2,"['cj_v41_0004', 'cj_v41_0523']",이찬,19025,E0046159;E0046160;E0046161;E0046162;E0046163,True,True,both
사다함,인물,2,"['cj_v41_0004', 'cj_v41_0523']",사다함,22692,E0025436,True,True,both
예부,기관,2,"['cj_v41_1304', 'cj_v41_1502']",예부,6382;6383;20977278;20987384,E0037925;E0037926;E0037927,True,True,both
통리교섭통상사무아문,기관,2,"['cj_v41_1268', 'cj_v41_1314']",통리교섭통상사무아문,8493;8494,E0059312,True,True,both
향전,사건,2,"['cj_v41_1266', 'cj_v41_1505']",향전,11368,E0062979;E0062980,True,True,both
호부,기관,2,"['cj_v41_1251', 'cj_v41_1304']",호부,9056;20987379,E0063772,True,True,both
가,제도,2,"['cj_v41_1244', 'cj_v41_1288']",가,25165966;1001,E0000005;E0000006;E0000007;E0000005;E0000006;E0000007;E0072477,True,True,both
황해도,지명,2,"['cj_v41_0215', 'cj_v41_1148']",황해도,90408;90312;91508;25101,E0065385,True,True,both
씨름,문화재,2,"['cj_v41_img_51_27', 'cj_v41_img_70_27']",씨름,11322,E0034198,True,True,both
시일야방성대곡,문헌,2,"['cj_v41_0230', 'cj_v41_0988']",시일야방성대곡,5851,E0032443,True,True,both
역관,인물,2,"['cj_v41_0224', 'cj_v41_1024']",역관,6360;16807723,E0036568,True,True,both
강원도,지명,2,"['cj_v41_0224', 'cj_v41_0761']",강원도,24368;90410;90314;91474,E0001310,True,True,both
송국리형 토기,유물,2,"['cj_v41_1242', 'cj_v41_1337']",송국리형토기,14121,E0030711,True,True,both
김육,인물,2,"['cj_v41_1217', 'cj_v41_1407']",김육,21071,E0010098,True,True,both
남이,인물,2,"['cj_v41_1210', 'cj_v41_1404']",남이,21097,E0012096,True,True,both
문화주택,유적,2,"['cj_v41_1184', 'cj_v41_1426']",문화주택,39850873;20886,E0071934,True,True,both
조선노농총동맹,단체,2,"['cj_v41_1183', 'cj_v41_1329']",조선노농총동맹,7545;7546,E0051958,True,True,both
신해박해,사건,2,"['cj_v41_1169', 'cj_v41_img_73_27']",신해박해,14535,E0033544,True,True,both
부산항,지명,2,"['cj_v41_1171', 'cj_v41_1413']",부산항,10499861,E0024288,True,True,both
개천절,사건,2,"['cj_v41_1130', 'cj_v41_1288']",개천절,9461,E0001734,True,True,both
독서회,단체,2,"['cj_v41_1128', 'cj_v41_1322']",독서회,16803488;39849866,E0016018,True,True,both
강세황,인물,2,"['cj_v41_img_70_27', 'cj_v41_1309']",강세황,21228,E0001236,True,True,both
귀속재산처리법,법,2,"['cj_v41_0237', 'cj_v41_0798']",귀속재산처리법,39859709,E0080659,True,True,both
민립대학설립운동,사건,2,"['cj_v41_0234', 'cj_v41_0744']",민립대학설립운동,4059,E0020095,True,True,both
극락전,유적,2,"['cj_v41_1116', 'cj_v41_1160']",극락전,35667535,E0007354;E0059269,True,True,both
이완,인물,2,"['cj_v41_1115', 'cj_v41_1453']",이완,21314;21275,E0045229;E0045230;E0045231,True,True,both
봉정사,유적,2,"['cj_v41_1116', 'cj_v41_1160']",봉정사,4507,E0024002,True,True,both
교관겸수,사상,2,"['cj_v41_1106', 'cj_v41_1496']",교관겸수,2045,E0005443,True,True,both
임신서기석,문화재,2,"['cj_v41_1099', 'cj_v41_1194']",임신서기석,6932,E0047521,True,True,both
신집,문헌,2,"['cj_v41_1098', 'cj_v41_1393']",신집,22821;25946,E0033411;E0033412,True,True,both
사신도,문화재,2,"['cj_v41_1099', 'cj_v41_1291']",사신도,796,E0025776,True,True,both
문민정부,정부,2,"['cj_v41_1094', 'cj_v41_1385']",문민정부,3952,E0080723,True,True,both
청금서당,기관,2,"['cj_v41_1092', 'cj_v41_img_69_48']",청금서당,8262,E0056291,True,True,both
적금서당,기관,2,"['cj_v41_1092', 'cj_v41_img_69_48']",적금서당,7154,E0049139,True,True,both
태형,제도,2,"['cj_v41_1083', 'cj_v41_1468']",태형,8510,E0059104,True,True,both
북한,국가,2,"['cj_v41_1087', 'cj_v41_1335']",북한,20982705;114,E0024785,True,True,both
조선왕조실록,문헌,2,"['cj_v41_1074', 'cj_v41_1257']",조선왕조실록,26037,E0052160,True,True,both
민겸호,인물,2,"['cj_v41_1075', 'cj_v41_1462']",민겸호,22480,E0020068,True,True,both
삼전도,지명,2,"['cj_v41_1068', 'cj_v41_1216']",삼전도,24652,E0026788,True,True,both
지,문헌,2,"['cj_v41_0210', 'cj_v41_0253']",지,16818679,E0054058;E0054059;E0054060,True,True,both
수령,인물,2,"['cj_v41_0211', 'cj_v41_0490']",수령,12984;17501;12603441,E0031315;E0031316;E0031317,True,True,both
노론,단체,2,"['cj_v41_0212', 'cj_v41_0644']",노론,2890,E0012726,True,True,both
동녕부,기관,2,"['cj_v41_1056', 'cj_v41_1443']",동녕부,12591657,E0016332,True,True,both
문적원,기관,2,"['cj_v41_1054', 'cj_v41_1293']",문적원,3985,E0019654,True,True,both
무주,지명,2,"['cj_v41_0007', 'cj_v41_0813']",무주,24583;24586;21014521,E0019245,True,True,both
양주,지명,2,"['cj_v41_0007', 'cj_v41_0200']",양주,29373727;24753,E0035751;E0035753,True,True,both
