canonical_term,category,count,problem_ids
사림,단체,4,"['cj_v41_0017', 'cj_v41_0018', 'cj_v41_0019', 'cj_v41_1261']"
한산도,지명,4,"['cj_v41_0116', 'cj_v41_0353', 'cj_v41_0399', 'cj_v41_0970']"
칠정산 내편,문헌,4,"['cj_v41_0115', 'cj_v41_0302', 'cj_v41_0432', 'cj_v41_1220']"
동국여지승람,문헌,4,"['cj_v41_0115', 'cj_v41_0262', 'cj_v41_img_61_20', 'cj_v41_1018']"
위훈 삭제,사건,4,"['cj_v41_0114', 'cj_v41_0489', 'cj_v41_0731', 'cj_v41_1017']"
보은 집회,사건,4,"['cj_v41_0603', 'cj_v41_0881', 'cj_v41_0978', 'cj_v41_1460']"
북위,국가,4,"['cj_v41_0573', 'cj_v41_0621', 'cj_v41_0951', 'cj_v41_1097']"
정문부,인물,4,"['cj_v41_0567', 'cj_v41_0687', 'cj_v41_0827', 'cj_v41_1405']"
서원경,지명,4,"['cj_v41_0101', 'cj_v41_0764', 'cj_v41_1053', 'cj_v41_1390']"
금관가야,국가,4,"['cj_v41_0100', 'cj_v41_img_52_03', 'cj_v41_0522', 'cj_v41_0809']"
관북리 유적,유적,4,"['cj_v41_0099', 'cj_v41_0340', 'cj_v41_0430', 'cj_v41_1345']"
통신사,기관,4,"['cj_v41_0224', 'cj_v41_0452', 'cj_v41_0975', 'cj_v41_1026']"
3·1 운동,사건,4,"['cj_v41_0552', 'cj_v41_1034', 'cj_v41_1283', 'cj_v41_1520']"
의궤,문헌,4,"['cj_v41_0026', 'cj_v41_0218', 'cj_v41_0268', 'cj_v41_img_61_20']"
애치슨 선언,문헌,4,"['cj_v41_0236', 'cj_v41_0423', 'cj_v41_0707', 'cj_v41_0753']"
준왕,인물,4,"['cj_v41_0097', 'cj_v41_0241', 'cj_v41_0998', 'cj_v41_1338']"
문화 통치,정책,4,"['cj_v41_0231', 'cj_v41_0700', 'cj_v41_1128', 'cj_v41_1276']"
상권 수호 운동,사건,4,"['cj_v41_0229', 'cj_v41_0323', 'cj_v41_1181', 'cj_v41_1370']"
군포,제도,4,"['cj_v41_0021', 'cj_v41_0118', 'cj_v41_0354', 'cj_v41_1217']"
신문왕,인물,4,"['cj_v41_0574', 'cj_v41_0642', 'cj_v41_0846', 'cj_v41_1292']"
만석보,유적,4,"['cj_v41_0595', 'cj_v41_0881', 'cj_v41_1187', 'cj_v41_1225']"
장보고,인물,4,"['cj_v41_0200', 'cj_v41_0575', 'cj_v41_0954', 'cj_v41_1442']"
해동성국,국가,4,"['cj_v41_0199', 'cj_v41_0576', 'cj_v41_0622', 'cj_v41_0859']"
마과회통,문헌,4,"['cj_v41_0121', 'cj_v41_0545', 'cj_v41_0639', 'cj_v41_0877']"
진개,인물,4,"['cj_v41_0241', 'cj_v41_0476', 'cj_v41_0667', 'cj_v41_1483']"
대한민국,국가,4,"['cj_v41_0095', 'cj_v41_0188', 'cj_v41_0801', 'cj_v41_1374']"
삼백 산업,산업,4,"['cj_v41_0093', 'cj_v41_0848', 'cj_v41_0942', 'cj_v41_1139']"
최저 임금 위원회,기관,4,"['cj_v41_0561', 'cj_v41_0802', 'cj_v41_0942', 'cj_v41_1478']"
황무지 개간권,정책,4,"['cj_v41_0554', 'cj_v41_0697', 'cj_v41_1368', 'cj_v41_1414']"
잡과,제도,4,"['cj_v41_0543', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_1336']"
삼강행실도,문헌,4,"['cj_v41_0537', 'cj_v41_0679', 'cj_v41_0732', 'cj_v41_1403']"
의열단,단체,4,"['cj_v41_0090', 'cj_v41_0132', 'cj_v41_0326', 'cj_v41_0983']"
이두,제도,4,"['cj_v41_0245', 'cj_v41_0478', 'cj_v41_0719', 'cj_v41_0860']"
도살성,지명,4,"['cj_v41_img_52_03', 'cj_v41_1195', 'cj_v41_1437', 'cj_v41_1485']"
봉림대군,인물,4,"['cj_v41_0120', 'cj_v41_0305', 'cj_v41_0687', 'cj_v41_0873']"
희빈 장씨,인물,4,"['cj_v41_0119', 'cj_v41_0918', 'cj_v41_1071', 'cj_v41_1218']"
기사환국,사건,4,"['cj_v41_0119', 'cj_v41_1308', 'cj_v41_1404', 'cj_v41_1455']"
관군,기관,4,"['cj_v41_0122', 'cj_v41_0175', 'cj_v41_1187', 'cj_v41_1405']"
청화백자,유물,4,"['cj_v41_img_49_27', 'cj_v41_img_53_21', 'cj_v41_img_58_16', 'cj_v41_img_68_49']"
분청사기,유물,4,"['cj_v41_img_49_27', 'cj_v41_img_53_21', 'cj_v41_img_58_16', 'cj_v41_0591']"
금석과안록,문헌,4,"['cj_v41_0121', 'cj_v41_0639', 'cj_v41_0877', 'cj_v41_1047']"
우서,문헌,4,"['cj_v41_0121', 'cj_v41_0356', 'cj_v41_1120', 'cj_v41_1408']"
한,국가,4,"['cj_v41_0194', 'cj_v41_0241', 'cj_v41_0855', 'cj_v41_1435']"
토산 애용 부인회,단체,4,"['cj_v41_0088', 'cj_v41_0653', 'cj_v41_0696', 'cj_v41_1422']"
자작회,단체,4,"['cj_v41_0088', 'cj_v41_0653', 'cj_v41_0696', 'cj_v41_1422']"
농광회사,기관,4,"['cj_v41_0087', 'cj_v41_0135', 'cj_v41_1376', 'cj_v41_1515']"
한인애국단,단체,4,"['cj_v41_0087', 'cj_v41_0328', 'cj_v41_0797', 'cj_v41_1429']"
조선사편수회,기관,4,"['cj_v41_0086', 'cj_v41_0650', 'cj_v41_1325', 'cj_v41_1425']"
안동 김씨,왕조,4,"['cj_v41_0025', 'cj_v41_1073', 'cj_v41_1169', 'cj_v41_1363']"
영통동구도,문화재,4,"['cj_v41_img_47_27', 'cj_v41_img_51_27', 'cj_v41_img_61_28', 'cj_v41_img_70_27']"
긴급 조치,제도,4,"['cj_v41_0190', 'cj_v41_0756', 'cj_v41_1333', 'cj_v41_1524']"
서산 용현리 마애여래삼존상,문화재,4,"['cj_v41_img_47_15', 'cj_v41_img_59_15', 'cj_v41_0962', 'cj_v41_1051']"
영광탑,문화재,4,"['cj_v41_0622', 'cj_v41_img_66_17', 'cj_v41_1006', 'cj_v41_1247']"
순도,인물,4,"['cj_v41_0621', 'cj_v41_1004', 'cj_v41_1098', 'cj_v41_1486']"
촌락 문서,문헌,4,"['cj_v41_0526', 'cj_v41_0764', 'cj_v41_0905', 'cj_v41_1198']"
염종,인물,4,"['cj_v41_0522', 'cj_v41_1345', 'cj_v41_1394', 'cj_v41_1447']"
비담,인물,4,"['cj_v41_0522', 'cj_v41_1345', 'cj_v41_1394', 'cj_v41_1447']"
동성왕,인물,4,"['cj_v41_0522', 'cj_v41_0671', 'cj_v41_1049', 'cj_v41_1097']"
조선독립동맹,단체,4,"['cj_v41_0085', 'cj_v41_0467', 'cj_v41_0654', 'cj_v41_0793']"
조선 총독,기관,4,"['cj_v41_0084', 'cj_v41_0415', 'cj_v41_0792', 'cj_v41_0933']"
검교태보,제도,4,"['cj_v41_0247', 'cj_v41_0341', 'cj_v41_1249', 'cj_v41_1447']"
왕검성,유적,4,"['cj_v41_0521', 'cj_v41_0855', 'cj_v41_0998', 'cj_v41_1194']"
남북 이산가족 고향 방문단,단체,4,"['cj_v41_0519', 'cj_v41_0757', 'cj_v41_0946', 'cj_v41_1192']"
임병찬,인물,4,"['cj_v41_0029', 'cj_v41_0503', 'cj_v41_0601', 'cj_v41_0899']"
제암리 학살,사건,4,"['cj_v41_0083', 'cj_v41_0788', 'cj_v41_1322', 'cj_v41_1516']"
소작 쟁의,사건,4,"['cj_v41_0079', 'cj_v41_0183', 'cj_v41_0275', 'cj_v41_0803']"
유신헌법,제도,4,"['cj_v41_0612', 'cj_v41_0752', 'cj_v41_1090', 'cj_v41_1333']"
중명전,문화재,4,"['cj_v41_0126', 'cj_v41_0887', 'cj_v41_1124', 'cj_v41_1464']"
김윤식,인물,4,"['cj_v41_0125', 'cj_v41_0266', 'cj_v41_0926', 'cj_v41_1418']"
서유견문,문헌,4,"['cj_v41_0124', 'cj_v41_0843', 'cj_v41_0988', 'cj_v41_1315']"
이규보,인물,4,"['cj_v41_0012', 'cj_v41_0534', 'cj_v41_0681', 'cj_v41_1255']"
정동행성 이문소,기관,4,"['cj_v41_0010', 'cj_v41_0297', 'cj_v41_0452', 'cj_v41_0867']"
최시형,인물,4,"['cj_v41_0031', 'cj_v41_0547', 'cj_v41_0881', 'cj_v41_0928']"
병인양요,사건,4,"['cj_v41_0499', 'cj_v41_0758', 'cj_v41_0882', 'cj_v41_1257']"
예안 향약,제도,4,"['cj_v41_0256', 'cj_v41_0442', 'cj_v41_0731', 'cj_v41_1309']"
우거왕,인물,4,"['cj_v41_0521', 'cj_v41_1338', 'cj_v41_1435', 'cj_v41_1483']"
곽우록,문헌,4,"['cj_v41_0495', 'cj_v41_0877', 'cj_v41_0971', 'cj_v41_1408']"
호포제,제도,4,"['cj_v41_0493', 'cj_v41_1114', 'cj_v41_1224', 'cj_v41_1310']"
강화,지명,4,"['cj_v41_0074', 'cj_v41_0257', 'cj_v41_0486', 'cj_v41_0687']"
광주,지명,4,"['cj_v41_0074', 'cj_v41_0238', 'cj_v41_0709', 'cj_v41_1155']"
데라우치,인물,4,"['cj_v41_0272', 'cj_v41_0549', 'cj_v41_0982', 'cj_v41_1511']"
후백제,국가,4,"['cj_v41_0269', 'cj_v41_0567', 'cj_v41_0614', 'cj_v41_1395']"
걸사표,문헌,4,"['cj_v41_0670', 'cj_v41_0858', 'cj_v41_1147', 'cj_v41_1489']"
을파소,인물,4,"['cj_v41_0669', 'cj_v41_0857', 'cj_v41_1004', 'cj_v41_1487']"
주시경,인물,4,"['cj_v41_0185', 'cj_v41_0695', 'cj_v41_0894', 'cj_v41_1519']"
표준어,제도,4,"['cj_v41_0185', 'cj_v41_0274', 'cj_v41_0468', 'cj_v41_0751']"
조선상고사,문헌,4,"['cj_v41_0184', 'cj_v41_0513', 'cj_v41_0650', 'cj_v41_1234']"
명동성당,문화재,4,"['cj_v41_0127', 'cj_v41_0562', 'cj_v41_0849', 'cj_v41_1333']"
상록수,문헌,4,"['cj_v41_0184', 'cj_v41_0513', 'cj_v41_1231', 'cj_v41_1326']"
6조 직계제,제도,4,"['cj_v41_0488', 'cj_v41_0585', 'cj_v41_1118', 'cj_v41_1239']"
문헌공도,단체,4,"['cj_v41_0487', 'cj_v41_0963', 'cj_v41_1156', 'cj_v41_1255']"
조선어 학회 사건,사건,4,"['cj_v41_0278', 'cj_v41_0695', 'cj_v41_0894', 'cj_v41_0940']"
광화문,문화재,4,"['cj_v41_0032', 'cj_v41_0043', 'cj_v41_0063', 'cj_v41_0405']"
9주,제도,4,"['cj_v41_0480', 'cj_v41_0624', 'cj_v41_0718', 'cj_v41_1391']"
품석,인물,4,"['cj_v41_0479', 'cj_v41_0571', 'cj_v41_1001', 'cj_v41_1488']"
자유당,단체,4,"['cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0559', 'cj_v41_0991']"
김주열,인물,4,"['cj_v41_0282', 'cj_v41_1143', 'cj_v41_1191', 'cj_v41_1524']"
구미 위원부,기관,4,"['cj_v41_0037', 'cj_v41_0746', 'cj_v41_0891', 'cj_v41_1421']"
윤세주,인물,4,"['cj_v41_0037', 'cj_v41_0326', 'cj_v41_0704', 'cj_v41_1421']"
훈요 10조,문헌,4,"['cj_v41_0010', 'cj_v41_0959', 'cj_v41_1055', 'cj_v41_1201']"
인안,제도,4,"['cj_v41_0009', 'cj_v41_0859', 'cj_v41_1247', 'cj_v41_1344']"
승과,제도,4,"['cj_v41_0680', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_1336']"
강우규,인물,4,"['cj_v41_0183', 'cj_v41_0234', 'cj_v41_0269', 'cj_v41_0327']"
8아문,기관,4,"['cj_v41_0128', 'cj_v41_0271', 'cj_v41_0409', 'cj_v41_1416']"
제국신문,문헌,4,"['cj_v41_0178', 'cj_v41_0418', 'cj_v41_0796', 'cj_v41_1378']"
금동 미륵보살 반가사유상,문화재,4,"['cj_v41_img_57_04', 'cj_v41_img_60_10', 'cj_v41_img_63_46', 'cj_v41_1051']"
OECD,기관,4,"['cj_v41_0286', 'cj_v41_0375', 'cj_v41_0710', 'cj_v41_0848']"
김광제,인물,4,"['cj_v41_0039', 'cj_v41_0365', 'cj_v41_0788', 'cj_v41_1516']"
경성부,지명,4,"['cj_v41_0038', 'cj_v41_0511', 'cj_v41_0512', 'cj_v41_1232']"
독사신론,문헌,4,"['cj_v41_0464', 'cj_v41_0843', 'cj_v41_1325', 'cj_v41_1477']"
전환국,기관,4,"['cj_v41_0459', 'cj_v41_0485', 'cj_v41_0992', 'cj_v41_1177']"
황토현 전투,사건,4,"['cj_v41_0457', 'cj_v41_0547', 'cj_v41_0742', 'cj_v41_0881']"
조선 혁명군,기관,4,"['cj_v41_0041', 'cj_v41_0280', 'cj_v41_0602', 'cj_v41_0749']"
하정사,기관,4,"['cj_v41_0308', 'cj_v41_0402', 'cj_v41_0536', 'cj_v41_1260']"
탈춤,사상,4,"['cj_v41_0307', 'cj_v41_0496', 'cj_v41_0739', 'cj_v41_0828']"
서울 올림픽,사건,4,"['cj_v41_0473', 'cj_v41_0615', 'cj_v41_0662', 'cj_v41_1240']"
반민족 행위 처벌법,제도,4,"['cj_v41_0470', 'cj_v41_0754', 'cj_v41_0798', 'cj_v41_1431']"
대구,지명,4,"['cj_v41_0133', 'cj_v41_0190', 'cj_v41_0942', 'cj_v41_1332']"
신한청년당,단체,4,"['cj_v41_0177', 'cj_v41_0797', 'cj_v41_1043', 'cj_v41_1319']"
제물포,지명,4,"['cj_v41_0176', 'cj_v41_0226', 'cj_v41_0268', 'cj_v41_1314']"
임술 농민 봉기,사건,4,"['cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_1223', 'cj_v41_img_73_27']"
조선 민족 전선 연맹,단체,4,"['cj_v41_0747', 'cj_v41_0844', 'cj_v41_1279', 'cj_v41_1328']"
공험진,지명,4,"['cj_v41_0721', 'cj_v41_0960', 'cj_v41_1009', 'cj_v41_1058']"
자산어보,문헌,4,"['cj_v41_0437', 'cj_v41_0608', 'cj_v41_1345', 'cj_v41_1458']"
정약전,인물,4,"['cj_v41_0437', 'cj_v41_0608', 'cj_v41_1345', 'cj_v41_1458']"
서재필,인물,4,"['cj_v41_0319', 'cj_v41_img_56_35', 'cj_v41_0501', 'cj_v41_1221']"
재판소,기관,4,"['cj_v41_0316', 'cj_v41_0409', 'cj_v41_0599', 'cj_v41_0789']"
황사영백서사건,사건,4,"['cj_v41_0313', 'cj_v41_0871', 'cj_v41_0974', 'cj_v41_1223']"
신유박해,사건,4,"['cj_v41_0311', 'cj_v41_0692', 'cj_v41_0831', 'cj_v41_0925']"
유교구신론,문헌,4,"['cj_v41_0414', 'cj_v41_0464', 'cj_v41_0650', 'cj_v41_1231']"
나운규,인물,4,"['cj_v41_0327', 'cj_v41_0887', 'cj_v41_1132', 'cj_v41_1231']"
유엔 총회,기관,4,"['cj_v41_0044', 'cj_v41_0515', 'cj_v41_0656', 'cj_v41_1135']"
박제가,인물,4,"['cj_v41_0451', 'cj_v41_0782', 'cj_v41_1118', 'cj_v41_1220']"
박지원,인물,4,"['cj_v41_0451', 'cj_v41_img_57_20', 'cj_v41_0786', 'cj_v41_1457']"
신민당,단체,4,"['cj_v41_0708', 'cj_v41_1041', 'cj_v41_1090', 'cj_v41_1479']"
동북 항일 연군,단체,4,"['cj_v41_0704', 'cj_v41_1036', 'cj_v41_1229', 'cj_v41_1520']"
백정,제도,4,"['cj_v41_0696', 'cj_v41_0794', 'cj_v41_1037', 'cj_v41_1517']"
경인선,유적,4,"['cj_v41_0174', 'cj_v41_0413', 'cj_v41_1126', 'cj_v41_1468']"
부소산성,유적,4,"['cj_v41_0340', 'cj_v41_0430', 'cj_v41_1196', 'cj_v41_1345']"
송산리 고분군,유적,4,"['cj_v41_0340', 'cj_v41_0944', 'cj_v41_1187', 'cj_v41_1345']"
설인귀,인물,4,"['cj_v41_0337', 'cj_v41_0431', 'cj_v41_1052', 'cj_v41_1438']"
시득,인물,4,"['cj_v41_0337', 'cj_v41_0904', 'cj_v41_1052', 'cj_v41_1243']"
제가 회의,제도,4,"['cj_v41_0334', 'cj_v41_0668', 'cj_v41_1096', 'cj_v41_img_73_04']"
국가인권위원회,기관,4,"['cj_v41_0332', 'cj_v41_0615', 'cj_v41_1039', 'cj_v41_1142']"
포항 제철소,기관,4,"['cj_v41_0330', 'cj_v41_1091', 'cj_v41_1478', 'cj_v41_1525']"
법흥왕,인물,4,"['cj_v41_0429', 'cj_v41_0522', 'cj_v41_0619', 'cj_v41_1146']"
전진,국가,4,"['cj_v41_0429', 'cj_v41_0621', 'cj_v41_0715', 'cj_v41_1486']"
황산,지명,4,"['cj_v41_0006', 'cj_v41_0431', 'cj_v41_0443', 'cj_v41_0716']"
김유신,인물,4,"['cj_v41_0006', 'cj_v41_0479', 'cj_v41_0522', 'cj_v41_1200']"
소련,국가,4,"['cj_v41_0805', 'cj_v41_img_63_50', 'cj_v41_1094', 'cj_v41_1385']"
서적포,기관,4,"['cj_v41_0771', 'cj_v41_1005', 'cj_v41_1156', 'cj_v41_1396']"
헌법,문헌,4,"['cj_v41_0141', 'cj_v41_0657', 'cj_v41_0991', 'cj_v41_1138']"
총융청,기관,4,"['cj_v41_0171', 'cj_v41_0261', 'cj_v41_0972', 'cj_v41_1409']"
서얼,제도,4,"['cj_v41_0170', 'cj_v41_0356', 'cj_v41_0911', 'cj_v41_1118']"
법주사 팔상전,문화재,4,"['cj_v41_0403', 'cj_v41_img_57_15', 'cj_v41_img_61_18', 'cj_v41_img_65_17']"
배중손,인물,4,"['cj_v41_0056', 'cj_v41_0099', 'cj_v41_0213', 'cj_v41_0869']"
일리천,지명,4,"['cj_v41_0055', 'cj_v41_0809', 'cj_v41_1104', 'cj_v41_1296']"
시지,제도,4,"['cj_v41_0346', 'cj_v41_0775', 'cj_v41_1297', 'cj_v41_1456']"
경학박사,제도,4,"['cj_v41_0057', 'cj_v41_0388', 'cj_v41_0530', 'cj_v41_1396']"
시헌력,문헌,4,"['cj_v41_0167', 'cj_v41_0779', 'cj_v41_1120', 'cj_v41_1167']"
금 모으기 운동,운동,4,"['cj_v41_0143', 'cj_v41_0518', 'cj_v41_1190', 'cj_v41_1431']"
민주헌법 쟁취 국민운동 본부,단체,4,"['cj_v41_0142', 'cj_v41_0562', 'cj_v41_0804', 'cj_v41_1238']"
프로야구,사건,4,"['cj_v41_0141', 'cj_v41_0284', 'cj_v41_0662', 'cj_v41_1042']"
고추,유물,4,"['cj_v41_0166', 'cj_v41_0260', 'cj_v41_0823', 'cj_v41_1410']"
인삼,유물,4,"['cj_v41_0166', 'cj_v41_0643', 'cj_v41_0782', 'cj_v41_1119']"
김사미,인물,4,"['cj_v41_0853', 'cj_v41_1059', 'cj_v41_1351', 'cj_v41_1528']"
이승만,인물,4,"['cj_v41_0845', 'cj_v41_1040', 'cj_v41_1135', 'cj_v41_1332']"
조헌,인물,4,"['cj_v41_0353', 'cj_v41_0448', 'cj_v41_0827', 'cj_v41_1216']"
조명 연합군,단체,4,"['cj_v41_0353', 'cj_v41_0399', 'cj_v41_0873', 'cj_v41_0970']"
임경업,인물,4,"['cj_v41_0353', 'cj_v41_0614', 'cj_v41_0640', 'cj_v41_0687']"
을묘왜변,사건,4,"['cj_v41_0350', 'cj_v41_0397', 'cj_v41_0592', 'cj_v41_1356']"
용암포,지명,4,"['cj_v41_0413', 'cj_v41_0879', 'cj_v41_1222', 'cj_v41_1321']"
패자,제도,4,"['cj_v41_0048', 'cj_v41_0570', 'cj_v41_0999', 'cj_v41_1484']"
대로,제도,4,"['cj_v41_0048', 'cj_v41_0570', 'cj_v41_0999', 'cj_v41_1484']"
상가,제도,4,"['cj_v41_0048', 'cj_v41_0570', 'cj_v41_0999', 'cj_v41_1484']"
농경,제도,4,"['cj_v41_0047', 'cj_v41_0666', 'cj_v41_1046', 'cj_v41_1287']"
삼례 집회,사건,4,"['cj_v41_0404', 'cj_v41_0547', 'cj_v41_0824', 'cj_v41_1510']"
쌍성보 전투,사건,4,"['cj_v41_0844', 'cj_v41_0893', 'cj_v41_1086', 'cj_v41_1185']"
공민왕,인물,4,"['cj_v41_0816', 'cj_v41_0853', 'cj_v41_1207', 'cj_v41_1449']"
임둔,지명,4,"['cj_v41_0145', 'cj_v41_0241', 'cj_v41_0855', 'cj_v41_1483']"
진번,지명,4,"['cj_v41_0145', 'cj_v41_0241', 'cj_v41_0855', 'cj_v41_1483']"
남북한,국가,4,"['cj_v41_0143', 'cj_v41_0191', 'cj_v41_1335', 'cj_v41_1432']"
의금부,기관,4,"['cj_v41_0164', 'cj_v41_0918', 'cj_v41_0974', 'cj_v41_1162']"
유정,인물,4,"['cj_v41_0161', 'cj_v41_0448', 'cj_v41_0541', 'cj_v41_0781']"
철,유물,4,"['cj_v41_0149', 'cj_v41_0243', 'cj_v41_0575', 'cj_v41_1003']"
7재,제도,4,"['cj_v41_0387', 'cj_v41_0720', 'cj_v41_1156', 'cj_v41_1396']"
운요호 사건,사건,4,"['cj_v41_0361', 'cj_v41_0456', 'cj_v41_1074', 'cj_v41_1506']"
중정대,기관,4,"['cj_v41_0053', 'cj_v41_0201', 'cj_v41_0622', 'cj_v41_1247']"
서경천도,사건,4,"['cj_v41_0052', 'cj_v41_0250', 'cj_v41_0392', 'cj_v41_0913']"
주류성,유적,4,"['cj_v41_0052', 'cj_v41_0571', 'cj_v41_0858', 'cj_v41_1200']"
불국사,문화재,4,"['cj_v41_0054', 'cj_v41_0529', 'cj_v41_img_63_10', 'cj_v41_0954']"
금마저,지명,4,"['cj_v41_0383', 'cj_v41_1049', 'cj_v41_1201', 'cj_v41_1485']"
구천,지명,4,"['cj_v41_0381', 'cj_v41_0573', 'cj_v41_0949', 'cj_v41_1485']"
칠레,국가,4,"['cj_v41_0375', 'cj_v41_1285', 'cj_v41_1385', 'cj_v41_1478']"
충주성,유적,4,"['cj_v41_0366', 'cj_v41_0626', 'cj_v41_0682', 'cj_v41_1318']"
대사성,제도,4,"['cj_v41_0397', 'cj_v41_0783', 'cj_v41_1263', 'cj_v41_1406']"
수양대군,인물,4,"['cj_v41_0396', 'cj_v41_0586', 'cj_v41_0872', 'cj_v41_1259']"
소격서,기관,4,"['cj_v41_0395', 'cj_v41_0777', 'cj_v41_1066', 'cj_v41_1114']"
변발,제도,4,"['cj_v41_0391', 'cj_v41_1012', 'cj_v41_1110', 'cj_v41_1303']"
미천왕,인물,4,"['cj_v41_0148', 'cj_v41_0857', 'cj_v41_1050', 'cj_v41_1338']"
안시성,유적,4,"['cj_v41_0148', 'cj_v41_0524', 'cj_v41_1001', 'cj_v41_1050']"
다점,기관,4,"['cj_v41_0909', 'cj_v41_1057', 'cj_v41_1208', 'cj_v41_1390']"
서적점,기관,4,"['cj_v41_0909', 'cj_v41_1057', 'cj_v41_1208', 'cj_v41_1390']"
남시,지명,4,"['cj_v41_1053', 'cj_v41_1198', 'cj_v41_1440', 'cj_v41_1487']"
광개토대왕,인물,4,"['cj_v41_0003', 'cj_v41_0102', 'cj_v41_0148', 'cj_v41_1488']"
혜민국,기관,3,"['cj_v41_0062', 'cj_v41_0861', 'cj_v41_1301']"
관촉사,문화재,3,"['cj_v41_img_47_15', 'cj_v41_0962', 'cj_v41_1354']"
윤원형,인물,3,"['cj_v41_0066', 'cj_v41_0690', 'cj_v41_1213']"
대한독립군,기관,3,"['cj_v41_0180', 'cj_v41_0463', 'cj_v41_0602']"
대동여지도,문헌,3,"['cj_v41_0065', 'cj_v41_0262', 'cj_v41_1120']"
박정희,인물,3,"['cj_v41_0424', 'cj_v41_0995', 'cj_v41_1040']"
4·19 혁명,사건,3,"['cj_v41_0560', 'cj_v41_1040', 'cj_v41_1236']"
김효원,인물,3,"['cj_v41_0635', 'cj_v41_0780', 'cj_v41_1212']"
태인,지명,3,"['cj_v41_0503', 'cj_v41_1226', 'cj_v41_1318']"
경천사지 10층석탑,문화재,3,"['cj_v41_img_56_16', 'cj_v41_img_66_17', 'cj_v41_1209']"
흥왕사,문화재,3,"['cj_v41_0301', 'cj_v41_0865', 'cj_v41_1156']"
유인우,인물,3,"['cj_v41_0348', 'cj_v41_0391', 'cj_v41_0633']"
망이,인물,3,"['cj_v41_0300', 'cj_v41_0440', 'cj_v41_img_73_14']"
우금치 전투,사건,3,"['cj_v41_0457', 'cj_v41_0742', 'cj_v41_1267']"
참의부,기관,3,"['cj_v41_0042', 'cj_v41_0463', 'cj_v41_0602']"
공주 명학소,지명,3,"['cj_v41_0630', 'cj_v41_0916', 'cj_v41_1105']"
연통제,제도,3,"['cj_v41_0328', 'cj_v41_0937', 'cj_v41_1323']"
거푸집,유물,3,"['cj_v41_0096', 'cj_v41_0144', 'cj_v41_0806']"
정동행성,기관,3,"['cj_v41_0580', 'cj_v41_0633', 'cj_v41_0679']"
명학소,지명,3,"['cj_v41_0579', 'cj_v41_0726', 'cj_v41_0958']"
팔도지리지,문헌,3,"['cj_v41_0115', 'cj_v41_0262', 'cj_v41_0825']"
대조영,인물,3,"['cj_v41_0431', 'cj_v41_1054', 'cj_v41_1490']"
첨의부,기관,3,"['cj_v41_0154', 'cj_v41_0911', 'cj_v41_1062']"
사노비,제도,3,"['cj_v41_0223', 'cj_v41_0316', 'cj_v41_1266']"
격문,문헌,3,"['cj_v41_0133', 'cj_v41_1102', 'cj_v41_1516']"
모스크바 삼국 외상 회의,사건,3,"['cj_v41_0235', 'cj_v41_0422', 'cj_v41_0515']"
23부,제도,3,"['cj_v41_0131', 'cj_v41_0981', 'cj_v41_1008']"
후원,유적,3,"['cj_v41_0306', 'cj_v41_0685', 'cj_v41_0821']"
매소성,지명,3,"['cj_v41_0244', 'cj_v41_0672', 'cj_v41_0858']"
기묘사화,사건,3,"['cj_v41_0114', 'cj_v41_0899', 'cj_v41_1213']"
백산,지명,3,"['cj_v41_0222', 'cj_v41_0547', 'cj_v41_1225']"
로저스,인물,3,"['cj_v41_0360', 'cj_v41_0692', 'cj_v41_0925']"
전차,유물,3,"['cj_v41_0130', 'cj_v41_0508', 'cj_v41_0651']"
대한천일은행,기관,3,"['cj_v41_0363', 'cj_v41_0653', 'cj_v41_0841']"
위화부,기관,3,"['cj_v41_0151', 'cj_v41_0953', 'cj_v41_1484']"
기기국,기관,3,"['cj_v41_0220', 'cj_v41_0308', 'cj_v41_1029']"
6조,기관,3,"['cj_v41_0128', 'cj_v41_0271', 'cj_v41_1416']"
단군왕검,인물,3,"['cj_v41_0475', 'cj_v41_0570', 'cj_v41_1288']"
금강전도,문화재,3,"['cj_v41_img_47_27', 'cj_v41_0828', 'cj_v41_img_70_27']"
진경산수화,사상,3,"['cj_v41_img_47_27', 'cj_v41_0591', 'cj_v41_0828']"
기벌포 전투,사건,3,"['cj_v41_0050', 'cj_v41_0383', 'cj_v41_0809']"
대공황,사건,3,"['cj_v41_0182', 'cj_v41_1275', 'cj_v41_1470']"
목민심서,문헌,3,"['cj_v41_0451', 'cj_v41_0639', 'cj_v41_0830']"
홍대용,인물,3,"['cj_v41_0451', 'cj_v41_1010', 'cj_v41_1120']"
고려사절요,문헌,3,"['cj_v41_0157', 'cj_v41_0968', 'cj_v41_1112']"
서간도,지명,3,"['cj_v41_0181', 'cj_v41_0602', 'cj_v41_0748']"
집사부,기관,3,"['cj_v41_0243', 'cj_v41_0527', 'cj_v41_1003']"
미국 공사,기관,3,"['cj_v41_0220', 'cj_v41_1029', 'cj_v41_1122']"
용호군,기관,3,"['cj_v41_0201', 'cj_v41_0398', 'cj_v41_0539']"
석조전,문화재,3,"['cj_v41_0126', 'cj_v41_0603', 'cj_v41_1033']"
