person_id,name,birth_year,death_year,bonkwan,ja,ho,father,related_count,detail_url
P000167,강린(姜繗),1568,1619,진주(晉州),"극수(克修), 자수(子修)",남음(濫蔭),강위로(姜渭老),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000167
P000168,강린(姜潾),,,진주(晉州),언호(彦浩),,강이행(姜利行),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000168
P000169,강린(姜璘),1631,1712,진주(晉州),중옥(仲玉),,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000169
P000170,강린(姜璘),,,진주(晉州),,,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000170
P000172,강막대(姜莫大),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000172
P000173,강만(姜晩),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000173
P000174,강만갑(姜萬甲),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000174
P000175,강만구(姜萬久),,,진주(晉州),,,강유(姜瑜),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000175
P000176,강만석(姜萬碩),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000176
P000177,강만철(姜萬鐵),,,진주(晉州),,,강유(姜瑜),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000177
P000179,강매동(姜賣東),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000179
P000180,강맹경(姜孟卿),1410,1461,진주(晉州),자장(子章),,강우덕(姜友德),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000180
P000181,강면(姜愐),1567,,진주(晉州),이진(而進),,강종윤(姜宗胤),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000181
P000182,강면(姜𨬋),1836,1896,진주(晉州),주경(周卿),극재(克齋),강헌규(姜獻奎),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000182
P000183,강면규(姜冕奎),1804,1862,진주(晉州),주옥(周玉),부와(俛窩),강필헌(姜必憲),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000183
P000184,강명규(姜命奎),1801,1867,진주(晉州),세응(世應),"유계(柳溪), 정눌거사(精訥居士), 정눌거사(靜訥居士)",강필경(姜必敬),15명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000184
P000185,강명세(姜命世),1632,1708,진주(晉州),"덕수(德秀), 덕수(德壽)",소치(笑癡),강문재(姜文載),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000185
P000187,강명홍(姜命弘),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000187
P000188,강명흠(姜明欽),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000188
P000189,강목(姜 ),1755,1826,진주(晉州),경지(敬之),만송(晩松),강곽(姜漷),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000189
P000190,강몽조(姜夢祖),15??,1592,금천(衿川),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000190
P000191,강문규(姜文奎),1788,1836,진주(晉州),"경회(景會), 경회(景晦)",근재(謹齋),강필효(姜必孝),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000191
P000192,강문규(姜文奎),1844,1905,진주(晉州),찬여(燦汝),의당(毅堂),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000192
P000193,강문근(姜文瑾),,,진주(晉州),,,강진화(姜鎭華),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000193
P000194,강문두(姜文斗),,,금천(衿川),,,강석기(姜碩期),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000194
P000195,강문명(姜文明),1613,1646,금천(衿川),공저(公著),,강원기(姜遠期),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000195
P000196,강문벽(姜文壁),,,금천(衿川),,,강석기(姜碩期),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000196
P000197,강문석(康文碩),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000197
P000198,강문성(姜文星),1603,1646,금천(衿川),재명(再明),,강석기(姜碩期),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000198
P000199,강문세(姜文世),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000199
P000200,강문열(姜文悅),,,진양(晉陽),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000200
P000201,강문열(姜文悅),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000201
P000202,강문영(姜汶永),18??,1908,진주(晉州),정현(正賢),악재(樂齋),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000202
P000203,강문우(姜文佑),,,진주(晉州),여익(汝翼),,강원(姜源),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000203
P000204,강문우(姜文佑),1555,,진주(晉州),보숙(輔叔),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000204
P000205,강문재(姜文載),,,진주(晉州),,,,3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000205
P000206,강문정(姜文井),1623,,금천(衿川),사형(士衡),,강석기(姜碩期),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000206
P000207,강문표(姜文豹),1822,1881,진주(晉州),울숙(蔚叔),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000207
P000208,강문필(姜文弼),15??,15??,진주(晉州),희로(姬老),"송정(松亭), 송헌(松軒)",,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000208
P000209,강문형(姜聞馨),1841,,진주(晉州),,,강현주(姜顯周),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000209
P000210,강문환(姜文煥),1739,,진주(晉州),,,강주립(姜柱立),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000210
P000211,강문회(姜文會),1433,1499,진주(晉州),우인(友仁),소요당(逍遙堂),강행(姜行),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000211
P000212,강문후(姜文後),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000212
P000213,강문흠(姜文欽),1753,,진주(晉州),윤조(胤祖),,강세정(姜世鼎),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000213
P000214,강미수(姜尾壽),,,진주(晉州),여하(汝嘏),,강지(姜智),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000214
P000215,강미연(姜微衍),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000215
P000216,강민수(姜民秀),1859,1900,진주(晉州),국언(國彥),암와(巖窩),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000216
P000217,강민인(姜敏仁),16??,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000217
P000218,강민저(姜敏著),1651,1705,진주(晉州),내숙(來叔),모산재(茅山齋),강필주(姜弼周),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000218
P000219,강민첨(姜民瞻),963,1021,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000219
P000220,강민회(姜玟會),1815,1889,진주(晉州),사열(士悅),추헌(楸軒),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000220
P000221,강민효(姜敏孝),15??,16??,진주(晉州),"사순(士順), 순부(順父)",봉대(鳳臺),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000221
P000222,강박(姜樸),1690,1742,진주(晉州),자순(子淳),국포(菊圃),강석번(姜碩蕃),13명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000222
P000223,강박(姜樸),13??,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000223
P000224,강박(姜樸),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000224
P000225,강발(姜潑),1732,1784,진주(晉州),중활(仲活),조은(釣隱),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000225
P000226,강배문(姜背文),1801,1803,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000226
P000227,강백년(姜栢年),1603,1681,진주(晉州),숙구(叔久),"설봉(雪峯), 한계(閒溪), 청월헌(聽月軒), 설봉(雪峰)",강주(姜籀),14명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000227
P000228,강백령(姜百齡),1724,1791,진주(晉州),돈중(敦仲),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000228
P000229,강백의(姜百懿),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000229
P000230,강백진(康伯珍),14??,1504,신천(信川),"자온(子韞), 자온(子鞰)",무명재(無名齋),강척(康惕),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000230
P000231,강벽(姜稫),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000231
P000232,강병규(姜昺奎),1821,1886,진주(晉州),"계남(季南), 계남(啓南)",만포(晩圃),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000232
P000233,강병주(姜柄周),1839,1909,진주(晉州),학수(學叟),"옥촌(玉邨), 두산(斗山)",,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000233
P000234,강보(姜保),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000234
P000235,강복(姜復),,,진주(晉州),,,강태수(姜台壽),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000235
P000236,강복룡(康伏龍),,,신천(信川),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000236
P000237,강복성(康復誠),1550,1634,신천(信川),명지(明之),"죽간(竹磵), 죽간(竹澗)",강유선(康惟善),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000237
P000238,강복일(姜福一),1687,1756,진주(晉州),여칙(汝則),,강진기(姜震耆),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000238
P000239,강복하(康復夏),1701,1761,곡산(谷山),성윤(聖胤),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000239
P000240,강봉람(姜鳳覽),1568,,진주(晉州),덕휘(德輝),석포(石圃),강위호(姜渭虎),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000240
P000241,강봉래(姜鳳來),1675,1753,금천(衿川),성서(聖瑞),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000241
P000242,강봉령(姜鳳翎),15??,1592,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000242
P000243,강봉문(姜鳳文),1735,1815,진주(晉州),주서(周瑞),옥계(玉溪),강득위(姜得渭),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000243
P000244,강봉문(姜逢文),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000244
P000245,강봉상(姜鳳祥),,,진주(晉州),,,강린(姜璘),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000245
P000246,강봉헌(姜鳳憲),1831,1906,,,노곡(魯谷),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000246
P000248,강봉흠(姜鳳欽),1762,1828,진주(晉州),덕조(德祖),남애(南厓),강세진(姜世晉),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000248
P000249,강부순(姜溥淳),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000249
P000250,강비(姜邳),,,진주(晉州),,,강각(姜恪),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000250
P000251,강비호(姜匪虎),,,금천(衿川),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000251
P000252,강빈(姜儐),1745,,진주(晉州),예경(禮卿),,강세황(姜世晃),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000252
P000253,강사경(康士敬),1525,1575,재령(載寧),공망(公望),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000253
P000254,강사근(姜思近),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000254
P000255,강사미(姜士美),,,진양(晉陽),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000255
P000256,강사부(姜士孚),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000256
P000257,강사상(姜士尙),1519,1581,진주(晉州),상지(尙之),월포(月浦),강온(姜溫),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000257
P000258,강사석(姜師碩),1799,1867,진주(晉州),상능(尙能),지지당(遲遲堂),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000258
P000259,강사안(姜士安),1523,1582,진주(晉州),순지(順之),,강호(姜滸),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000259
P000260,강사일(姜泗逸),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000260
P000261,강사진(姜思進),,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000261
P000262,강사첨(姜師瞻),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000262
P000263,강사필(姜士弼),1526,1576,진주(晉州),"경유(景猷), 경유(景裕)",소암(笑菴),강온(姜溫),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000263
P000264,강삼(姜參),1452,1504,진주(晉州),종도(宗道),,강응(姜應),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000264
P000265,강삼(姜參),,,진주(晉州),중로(仲魯),,강근우(姜謹友),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000265
P000266,강상길(姜尙吉),1820,1843,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000266
P000267,강상주(姜相周),1651,,진주(晉州),문보(文輔),,강온(姜榲),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000267
P000268,강상직(姜尙稷),1662,,진주(晉州),성익(聖翊),,강석규(姜錫圭),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000268
P000269,강상태(姜尙台),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000269
P000270,강서(姜筮),1347,1424,진주(晉州),,,강군보(姜君寶),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000270
P000271,강서(姜瑞),1510,1540,진주(晉州),숙규(叔圭),매곡(梅谷),강세응(姜世應),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000271
P000272,강서(姜緖),1538,1589,진주(晉州),원경(遠卿),난곡(蘭谷),강사상(姜士尙),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000272
P000273,강서(姜曙),17??,,진주(晉州),지원(志遠),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000273
P000274,강서(姜瑞),,,진주(晉州),,,강귀헌(姜貴獻),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000274
P000275,강서(康庶),,,곡산(谷山),,,강숙재(康淑才),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000275
P000276,강서흠(姜書欽),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000276
P000278,강석(姜析),1754,1784,진주(晉州),이지(理之),,강락(姜濼),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000278
P000279,강석경(姜碩慶),1666,1731,진주(晉州),길보(吉甫),끽면와(喫眠窩),강만갑(姜萬甲),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000279
P000280,강석구(姜碩耉),1632,,진주(晉州),위망(渭望),,강급(姜𪻏),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000280
P000281,강석구(姜錫九),,,진주(晉州),,,강덕후(姜德後),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000281
P000282,강석귀(姜碩龜),1726,1810,진주(晉州),낙서(洛瑞),학암(鶴巖),강진환(姜震煥),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000282
P000283,강석규(姜錫圭),1628,1695,진주(晉州),우보(禹寶),"오아재(聱齖齋), 독성자(獨醒子), 준아재(殾齖齋)",강덕후(姜德後),18명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000283
P000284,강석규(姜碩圭),1666,,진주(晉州),,,강계운(姜繼雲),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000284
P000285,강석규(姜錫圭),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000285
P000286,강석기(姜碩期),1580,1643,금천(衿川),복이(復而),"월당(月塘), 삼당(三塘)",강돈(姜焞),16명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000286
P000287,강석기(姜碩耆),,,진주(晉州),,,강균(姜均),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000287
P000288,강석덕(姜碩德),1395,1459,진주(晉州),자명(子明),완역재(玩易齋),강회백(姜淮伯),15명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000288
P000289,강석로(姜碩老),1627,,진주(晉州),위수(渭叟),,강급(姜𪻏),11명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000289
P000290,강석리(姜錫履),,,진주(晉州),,,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000290
P000291,강석명(姜錫命),,,진주(晉州),,,강덕후(姜德後),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000291
P000292,강석번(姜碩蕃),,,진주(晉州),,,강후(姜珝),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000292
P000293,강석복(姜錫福),1638,,진주(晉州),사수(士受),,강덕후(姜德後),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000293
P000294,강석붕(姜錫朋),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000294
P000295,강석빈(姜碩賓),1631,1691,진주(晉州),위사(渭師),,강욱(姜頊),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000295
P000296,강석신(姜碩臣),1639,,진주(晉州),위로(渭老),,강전(姜琠),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000296
P000297,강석우(姜碩遇),,,진주(晉州),,,강황(姜璜),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000297
P000298,강석제(姜碩濟),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000298
