event_id,event_name,relation_type,person_id,person_name,source_urls
ITKC_PH_1294A_0562,국학 재건,사건인물,P039883,이색(李穡),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562
ITKC_PH_1294A_0562,국학 재건,사건인물,P041362,이숭인(李崇仁),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562
ITKC_PH_1294A_0562,국학 재건,사건인물,P052395,정몽주(鄭夢周),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0562
ITKC_PH_1294A_0357,거란의 1차 침입과 서희의 외교,사건인물,P020364,서희(徐煕),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0357|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0357
ITKC_PH_1294A_0357,거란의 1차 침입과 서희의 외교,사건인물,P029309,"왕치(王治)
성종(成宗)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0357|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0357
ITKC_PH_1294A_0563,이제현의 졸기,사건인물,P029267,왕장(王璋),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563
ITKC_PH_1294A_0563,이제현의 졸기,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563
ITKC_PH_1294A_0563,이제현의 졸기,사건인물,P045616,이제현(李齊賢),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563
ITKC_PH_1294A_0563,이제현의 졸기,사건인물,P046563,이진(李瑱),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0563
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P001080,경복흥(慶復興),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P013986,목인길(睦仁吉),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P023379,신돈(辛旽),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P033640,윤승순(尹承順),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0564,오인택의 신돈 제거 모의,사건인물,P056062,조린(趙璘),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0564
ITKC_PH_1294A_0565,유숙과 김달상의 피살,사건인물,P005503,김달상(金達祥),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565
ITKC_PH_1294A_0565,유숙과 김달상의 피살,사건인물,P023379,신돈(辛旽),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565
ITKC_PH_1294A_0565,유숙과 김달상의 피살,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565
ITKC_PH_1294A_0565,유숙과 김달상의 피살,사건인물,P030930,유숙(柳淑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0565
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P009956,김정(金精),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P010133,김제안(金齊顔),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P012075,김흥조(金興祖),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P047256,이춘부(李春富),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P053618,정운(鄭賱),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0566,김정의 신돈 제거 모의,사건인물,P063045,한천(韓蕆),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0566
ITKC_PH_1294A_0567,충주 천도 논의,사건인물,P023379,신돈(辛旽),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567
ITKC_PH_1294A_0567,충주 천도 논의,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567
ITKC_PH_1294A_0567,충주 천도 논의,사건인물,P047256,이춘부(李春富),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0567
ITKC_PH_1294A_0568,동녕부 정벌,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0568|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0568
ITKC_PH_1294A_0568,동녕부 정벌,사건인물,P040267,"이성계(李成桂)
태조(太祖)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0568|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0568
ITKC_PH_1294A_0569,이성계의 요성 공격,사건인물,P040267,"이성계(李成桂)
태조(太祖)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0569|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0569
ITKC_PH_1294A_0570,신돈의 역모사건,사건인물,P007415,김속명(金續命),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570
ITKC_PH_1294A_0570,신돈의 역모사건,사건인물,P023379,신돈(辛旽),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570
ITKC_PH_1294A_0570,신돈의 역모사건,사건인물,P029243,왕우(王禑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570
ITKC_PH_1294A_0570,신돈의 역모사건,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570
ITKC_PH_1294A_0570,신돈의 역모사건,사건인물,P044384,이인(李韌),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0570
ITKC_PH_1294A_0571,자제위 설치,사건인물,P003690,권진(權瑨),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P013411,노선(盧瑄),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P023632,신비염씨(愼妃廉氏),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P057980,조준(趙浚),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P062621,한안(韓安),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P064327,혜비이씨(惠妃李氏),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P064475,홍관(洪寬),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0571,자제위 설치,사건인물,P064717,홍륜(洪倫),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0571
ITKC_PH_1294A_0572,왜인추포만호 설치,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0572|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0572
ITKC_PH_1294A_0572,왜인추포만호 설치,사건인물,P054487,정지(鄭地),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0572|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0572
ITKC_PH_1294A_0358,서희의 졸기,사건인물,P020364,서희(徐煕),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0358|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0358
ITKC_PH_1294A_0358,서희의 졸기,사건인물,P029309,"왕치(王治)
성종(成宗)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0358|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0358
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P003690,권진(權瑨),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P013411,노선(盧瑄),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P024531,신조(神照),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P029243,왕우(王禑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P029270,"왕전(王顓)
공민왕(恭愍王)",https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P044552,이인임(李仁任),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P049485,익비한씨(益妃韓氏),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P062621,한안(韓安),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P064475,홍관(洪寬),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0573,공민왕 시해사건,사건인물,P064717,홍륜(洪倫),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0573
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P001080,경복흥(慶復興),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P013929,명덕태후홍씨(明德太后洪氏),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P029218,왕안덕(王安德),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P029243,왕우(王禑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P040945,이수산(李壽山),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0574,우왕의 즉위,사건인물,P044552,이인임(李仁任),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0574
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P007415,김속명(金續命),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P009658,김자수(金自粹),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P013929,명덕태후홍씨(明德太后洪氏),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P029243,왕우(王禑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P039105,이보림(李寶林),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P056225,조민수(曺敏修),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P058945,지윤(池奫),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0575,김자수의 항명,사건인물,P061892,하윤원(河允源),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0575
ITKC_PH_1294A_0576,홍산대첩,사건인물,P060564,최영(崔瑩),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0576|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0576
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P001080,경복흥(慶復興),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P007721,김승득(金承得),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P013986,목인길(睦仁吉),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P017210,박임종(朴林宗),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P029243,왕우(王禑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P044552,이인임(李仁任),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P049472,이희필(李希泌),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
ITKC_PH_1294A_0577,지윤의 참수,사건인물,P049535,임견미(林堅味),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0577
