순번,이미지ID,제목,설명,작성자,시대,유형,분야,이미지출처,이용조건,키워드,관련콘텐츠,목록분류,목록요약,썸네일URL,원본이미지URL,저장이미지파일,상세요청URL
1491,ki_060_54700,1945년 2월 6일 얄타 3일차 회담,"1945년 2월 6일 얄타(Yalta)에서 영국, 미국, 소련 정상과 각료들이 참석한 가운데 3일차 회담이 진행되었다. 독일군의 패전이 다가오자 미국, 영국, 소련 정상과 각료들은 소련의 크림반도 얄타에 모여 종전 후 구상에 관해 논의하였다. 미국은 국제연합(UN)을 통한 새로운 세계질서 구축에 성공하였고, 소련은 대일(對日)참전을 약속하며 폴란드 동부에 대한 권리를 인정받았다. 당시 회담은 소련 영토였던 크림반도 얄타의 리비디아(Livadia) 궁전에서 이루어졌다.",최인호,근대,사건>협상·협정,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#리비디아, #얄타, #회담",,근대|사건>협상·협정|정치,"1945년 2월 6일 얄타(Yalta)에서 영국, 미국, 소련 정상과 각료들이 참석한 가운데 3일차 회담이 진행되었다. 독일군의 패전이 다가오자 미국, 영국, 소련 정상과 각료들은 소련의 크림반도 얄타에 모여 종전 후 구상에 관해 논의하였다. 미국은 국제연합(UN)을 통한 새로운 세계질서 구축에 성공하였고, 소련은 대일(對日)참전을 약속하며 폴란드 동부에 대한 권리를 인정받았다. 당시 회담은 소련 영토였던 크림반도 얄타의 리비디아(Livadia) 궁전에서 이루어졌다.",https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54700.jpg,한국사 이미지 자료\images\ki_060\ki_060_54700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_060_54700&whereStr=
1492,ki_060_54800,1945년 2월 얄타회담에 참석한 스탈린과 몰로토프,"1945년 2월 소련 크림반도의 얄타에서 열린 미국, 소련, 영국의 3국 회담은 제2차 세계대전 이후 문제를 논의하는 자리로, 이후 세계질서의 재편이 이루어지는 순간이었다. 당시 회담장인 리비디아(Livadia) 궁전 밖에서 소련의 이시모프 스탈린(Iosif Stalin, 1879~1953) 최고인민위원과 뱌체슬라프 몰로토프(Vaycheslav Molotov, 1890~1986) 외무장관이 밖을 바라보고 있고, 그 주변을 소련군 장교들이 둘러싸고 있다.",최인호,근대,사건>협상·협정,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#몰로토프, #스탈린, #얄타, #회담",,근대|사건>협상·협정|정치,"1945년 2월 소련 크림반도의 얄타에서 열린 미국, 소련, 영국의 3국 회담은 제2차 세계대전 이후 문제를 논의하는 자리로, 이후 세계질서의 재편이 이루어지는 순간이었다. 당시 회담장인 리비디아(Livadia) 궁전 밖에서 소련의 이시모프 스탈린(Iosif Stalin, 1879~1953) 최고인민위원과 뱌체슬라프 몰로토프(Vaycheslav Molotov, 1890~1986) 외무장관이 밖을 바라보고 있고, 그 주변을 소련군 장교들이 둘러싸고 있다.",https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54800.jpg,한국사 이미지 자료\images\ki_060\ki_060_54800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_060_54800&whereStr=
1493,ki_060_54900,1945년 2월 얄타회담에서 인사를 나누는 영·미·소 정상,"1945년 2월 얄타회담이 열린 리비디아(Livadia) 궁전 안뜰에서 프랭클린 루즈벨트(Franklin Roosevelt, 1882~1945) 미국 대통령이 뱌체슬라프 몰로토프(Vaycheslav Molotov, 1890~1986) 소련 외무장관과 반갑게 악수를 하고 있다. 얄타회담은 제2차 세계대전 종전 후 미국과 소련 중심의 새로운 국제질서를 구축하는 시작점이었다. 당시 소련에서 얄타 회담의 공식 명칭은 크림회담이었다. 루즈벨트 오른쪽에 이시모프 스탈린(Iosif Stalin, 1879~1953) 소련 최고인민위원이 보인다.",최인호,근대,사건>협상·협정,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#루즈벨트, #몰로토프, #스탈린, #얄타, #회담",,근대|사건>협상·협정|정치,"1945년 2월 얄타회담이 열린 리비디아(Livadia) 궁전 안뜰에서 프랭클린 루즈벨트(Franklin Roosevelt, 1882~1945) 미국 대통령이 뱌체슬라프 몰로토프(Vaycheslav Molotov, 1890~1986) 소련 외무장관과 반갑게 악수를 하고 있다. 얄타회담은 제2차 세계대전 종전 후 미국과 소련 중심의 새로운 국제질서를 구축하는 시작점이었다. 당시 소련에서 얄타 회담의 공식 명칭은 크림회담이었다. 루즈벨트 오른쪽에 이시모프 스탈린(Iosif Stalin, 1879~1953) 소련 최고인민위원이 보인다.",https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_060/ki_060_54900.jpg,한국사 이미지 자료\images\ki_060\ki_060_54900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_060_54900&whereStr=
1494,ki_060_55000,1945년 8월 호놀루루(Honolulu)의 소련의 대일참전 선언 호외 배포,1945년 8월 8일 하와이(Hawaii) 제도의 수도인 오하우(Oahu) 섬의 호놀루루(Honolulu)에서 신문을 배포하는 아이들이 『호놀루루 스타 블레틴(Honolulu Star-Bulletin)』지의 호외판을 흔들고 있다. 호외는 ‘러시아가 일본과의 전쟁에 선전포고하였다’라고 대서특필하였다. 『호놀루루 스타 블레틴』지는 1912년부터 발행된 하와이 지역신문으로 2010년 폐간되었다.,최인호,근대,사건>전쟁,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#선전포고, #소련, #하와이, #호놀루루",,근대|사건>전쟁|정치,1945년 8월 8일 하와이(Hawaii) 제도의 수도인 오하우(Oahu) 섬의 호놀루루(Honolulu)에서 신문을 배포하는 아이들이 『호놀루루 스타 블레틴(Honolulu Star-Bulletin)』지의 호외판을 흔들고 있다. 호외는 ‘러시아가 일본과의 전쟁에 선전포고하였다’라고 대서특필하였다. 『호놀루루 스타 블레틴』지는 1912년부터 발행된 하와이 지역신문으로 2010년 폐간되었다.,https://contents.history.go.kr/data/img/ki/ki_060/ki_060_55000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_060/ki_060_55000.jpg,한국사 이미지 자료\images\ki_060\ki_060_55000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_060_55000&whereStr=
1495,ki_070_00100,광복의 기쁨,"1945년 8월 16일 오전 9시, 해방 직후 마포형무소에서 풀려난 독립운동가들과 함께 환호하는 사람들의 모습이다. 당시 일제로부터 해방되었다는 소식에 많은 사람들은 거리로 뛰쳐나와 만세를 외치며 감격하였다. 전국 각지에서도 해방을 경축하는 군중대회가 열렸다.",박창희,현대,사건>행사·기념,정치,국가기록원,상기 출처의 이용 조건에 따름,"#8·15, #광복, #독립운동가, #일본제국주의, #해방",,현대|사건>행사·기념|정치,"1945년 8월 16일 오전 9시, 해방 직후 마포형무소에서 풀려난 독립운동가들과 함께 환호하는 사람들의 모습이다. 당시 일제로부터 해방되었다는 소식에 많은 사람들은 거리로 뛰쳐나와 만세를 외치며 감격하였다. 전국 각지에서도 해방을 경축하는 군중대회가 열렸다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00100.jpg,한국사 이미지 자료\images\ki_070\ki_070_00100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00100&whereStr=
1497,ki_070_00300,해방 직후 북한 지역으로 진주하는 소련군,"1945년 8월 26일 평양에 입성하는 소련군의 모습과 이들을 환영하는 북한 지역 주민들의 모습이다. 1945년 8월 11일 미국·소련·영국·중국은 한반도를 북위 38선을 기준으로 남쪽은 미군이, 북쪽은 소련군이 진주하여 일본군의 항복과 무장해제를 맡는다는 ‘38선 분할 점령안’을 결의한다. 이 결정에 따라 소련은 본격적으로 북한에 진주하기 시작했다. 8월 26일에는 소련군 본진이 평양에 입성하여 일본군을 무장해제하였고, 일본 대표로부터 행정권을 이양받아 군정을 시작하였다.",은희녕,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#38도선, #38선분할점령안, #군정, #미국, #북한, #소련, #소련군, #영국, #중국, #평양",,현대|인물>군인|정치,"1945년 8월 26일 평양에 입성하는 소련군의 모습과 이들을 환영하는 북한 지역 주민들의 모습이다. 1945년 8월 11일 미국·소련·영국·중국은 한반도를 북위 38선을 기준으로 남쪽은 미군이, 북쪽은 소련군이 진주하여 일본군의 항복과 무장해제를 맡는다는 ‘38선 분할 점령안’을 결의한다. 이 결정에 따라 소련은 본격적으로 북한에 진주하기 시작했다. 8월 26일에는 소련군 본진이 평양에 입성하여 일본군을 무장해제하였고, 일본 대표로부터 행정권을 이양받아 군정을 시작하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00300.jpg,한국사 이미지 자료\images\ki_070\ki_070_00300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00300&whereStr=
1498,ki_070_00400,북한에 진주한 소련군 제25군 사령관 치스차코프(Ivan M. Chistiakov) 대장,1945년 8월 26일 평양에 도착한 후 북한의 지도급 인사들과 만나는 자리에 참석한 소련군 제25군 사령관 치스차코프(Ivan M. Chistiakov) 대장의 모습이다. 치스차코프는 조선인 지도자들에게 “해방된 자유로운 조선 인민들이 새로운 조선을 건설하기를 바란다”고 말하였다. 이 자리에는 민족주의 계열의 조만식과 사회주의 계열의 현준혁 등도 참석하였다.,박창희,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#북한, #소련군, #조만식, #치스차코프, #평양, #해방, #현준혁",조만식 (재미있는 초등역사) | https://contents.history.go.kr/id/eh_n0800_0010,현대|인물>군인|정치,1945년 8월 26일 평양에 도착한 후 북한의 지도급 인사들과 만나는 자리에 참석한 소련군 제25군 사령관 치스차코프(Ivan M. Chistiakov) 대장의 모습이다. 치스차코프는 조선인 지도자들에게 “해방된 자유로운 조선 인민들이 새로운 조선을 건설하기를 바란다”고 말하였다. 이 자리에는 민족주의 계열의 조만식과 사회주의 계열의 현준혁 등도 참석하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00400.jpg,한국사 이미지 자료\images\ki_070\ki_070_00400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00400&whereStr=
1499,ki_070_00500,평양에 입성하는 소련군을 환영하는 시민들,해방 직후 평양으로 진주하는 소련군을 환영하기 위하여 대동교 앞에 모인 군중들의 모습이다. 이 자리에 모인 평양 시민들은 러시아어로 ‘환영합니다. 소련’이라고 쓴 플래카드와 소련의 국기를 흔들면서 소련군을 환영하였다.,박창희,현대,인물>기타,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#대동교, #북한, #소련군, #평양, #평양시민, #해방",,현대|인물>기타|정치,해방 직후 평양으로 진주하는 소련군을 환영하기 위하여 대동교 앞에 모인 군중들의 모습이다. 이 자리에 모인 평양 시민들은 러시아어로 ‘환영합니다. 소련’이라고 쓴 플래카드와 소련의 국기를 흔들면서 소련군을 환영하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00500.jpg,한국사 이미지 자료\images\ki_070\ki_070_00500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00500&whereStr=
1500,ki_070_00600,해방 이후 북한에 진주한 소련군을 환영하는 집회,"1945년 8월 15일 해방 이후 북한에 진주한 소련군을 환영하는 대회 모습이다. 환영대회에 참석한 군중들이 소련을 환영한다는 내용의 플래카드와 조선 건국이라 적힌 플래카드, 태극기, 소련 국기 등을 들고 있다. 제2차 세계대전에 연합군으로 참전한 소련군은 일본군의 항복 접수와 무장해제를 위하여 북한 지역에 진주하였다. 이후 38선 이북 지역 곳곳에서 소련군을 '해방군'이라고 부르며 환영하는 집회와 행사들이 개최되었다.",박창희,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#북한, #소련군, #일본군, #항복, #해방, #해방군",,현대|사건>행사·기념|정치,"1945년 8월 15일 해방 이후 북한에 진주한 소련군을 환영하는 대회 모습이다. 환영대회에 참석한 군중들이 소련을 환영한다는 내용의 플래카드와 조선 건국이라 적힌 플래카드, 태극기, 소련 국기 등을 들고 있다. 제2차 세계대전에 연합군으로 참전한 소련군은 일본군의 항복 접수와 무장해제를 위하여 북한 지역에 진주하였다. 이후 38선 이북 지역 곳곳에서 소련군을 '해방군'이라고 부르며 환영하는 집회와 행사들이 개최되었다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00600.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00600.jpg,한국사 이미지 자료\images\ki_070\ki_070_00600.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00600&whereStr=
1501,ki_070_00700,북한에 진주한 소련군을 환영하는 대회장에 펄럭이는 태극기,1945년 8월 15일 일본의 항복 선언 이후 북한에 진주한 소련군을 환영하는 대회의 모습이다. 해방을 맞이한 조선인들이 소련군의 지휘관으로 보이는 인물이 연단에 등장하자 태극기와 소련 국기를 흔들고 양손을 높이 들어 올리며 환호하고 있다.,박창희,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#만세, #북한, #소련국기, #소련군, #태극기, #해방",,현대|사건>행사·기념|정치,1945년 8월 15일 일본의 항복 선언 이후 북한에 진주한 소련군을 환영하는 대회의 모습이다. 해방을 맞이한 조선인들이 소련군의 지휘관으로 보이는 인물이 연단에 등장하자 태극기와 소련 국기를 흔들고 양손을 높이 들어 올리며 환호하고 있다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00700.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00700.jpg,한국사 이미지 자료\images\ki_070\ki_070_00700.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00700&whereStr=
1502,ki_070_00800,일본군 사령관을 호출한 소련군 사령관 치스차코프,"1945년 8월 26일 평양에 도착한 소련군 사령관 치스차코프(Ivan M. Chistiakov)가 숙소인 평양철도호텔에서 일본군 평양 수비대 사령관을 만나고 있는 모습이다. 이 자리에서 치스차코프는 일본군 사령관에게 일본군 무장해제 절차 등을 통보하였다. 북한에 주둔한 소련군은 1945년 8월 26일 평양에 주둔군 총사령부를 두고, 각 지방에는 경무 사령부를 설치하여 일본군의 항복과 무장해제를 실시하였다. 또한 일제의 행정기관, 경찰서, 법원은 물론 일본인 소유 대기업, 철도, 통신 수단, 은행 등을 관리하였다.",박창희,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#경무사령부, #북한, #소련군, #일본군무장해제, #일본군사령관, #점령통치, #치스차코프, #해방",,현대|인물>군인|정치,"1945년 8월 26일 평양에 도착한 소련군 사령관 치스차코프(Ivan M. Chistiakov)가 숙소인 평양철도호텔에서 일본군 평양 수비대 사령관을 만나고 있는 모습이다. 이 자리에서 치스차코프는 일본군 사령관에게 일본군 무장해제 절차 등을 통보하였다. 북한에 주둔한 소련군은 1945년 8월 26일 평양에 주둔군 총사령부를 두고, 각 지방에는 경무 사령부를 설치하여 일본군의 항복과 무장해제를 실시하였다. 또한 일제의 행정기관, 경찰서, 법원은 물론 일본인 소유 대기업, 철도, 통신 수단, 은행 등을 관리하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00800.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00800.jpg,한국사 이미지 자료\images\ki_070\ki_070_00800.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00800&whereStr=
1503,ki_070_00900,해방 직후 서울역에 모인 시민들,"광복의 소식을 접한 군중이 'WELCOME', '축 해방' 등의 플래카드를 들고 서울역 앞을 행진하고 있다. 1945년 8월 15일 일제의 항복 선언으로 제2차 세계대전이 끝나면서 식민지였던 조선도 광복을 맞이하였다. 사람들은 거리로 나와 해방의 기쁨을 누렸고, 전국 곳곳에서 해방축하 집회가 열렸다.",최인호,현대,사건>사건,정치,국가기록원,상기 출처의 이용 조건에 따름,"#서울역, #해방",,현대|사건>사건|정치,"광복의 소식을 접한 군중이 'WELCOME', '축 해방' 등의 플래카드를 들고 서울역 앞을 행진하고 있다. 1945년 8월 15일 일제의 항복 선언으로 제2차 세계대전이 끝나면서 식민지였던 조선도 광복을 맞이하였다. 사람들은 거리로 나와 해방의 기쁨을 누렸고, 전국 곳곳에서 해방축하 집회가 열렸다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00900.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_00900.jpg,한국사 이미지 자료\images\ki_070\ki_070_00900.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_00900&whereStr=
1504,ki_070_01000,인천 지역 상공에서 비행 중인 미군 정찰기들,1945년 9월 4일 한반도 진주에 앞서 인천 지역 상공에서 비행 중인 미군 정찰기의 모습이다. 일본의 항복으로 한반도에 진주하여 점령 통치를 수행한 부대는 미군 제24군단이었다. 미군 선발대는 비행기를 타고 9월 4일과 6일에 김포비행장에 도착하였다. 이어 9월 8일에 24군 본진을 태운 수십 척의 미군 함정들이 인천 앞바다에 모습을 드러냈다.,박창희,현대,유적>군사시설,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#미군정찰기, #미제24보병사단, #인천, #일본항복, #해방",,현대|유적>군사시설|정치,1945년 9월 4일 한반도 진주에 앞서 인천 지역 상공에서 비행 중인 미군 정찰기의 모습이다. 일본의 항복으로 한반도에 진주하여 점령 통치를 수행한 부대는 미군 제24군단이었다. 미군 선발대는 비행기를 타고 9월 4일과 6일에 김포비행장에 도착하였다. 이어 9월 8일에 24군 본진을 태운 수십 척의 미군 함정들이 인천 앞바다에 모습을 드러냈다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01000.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01000.jpg,한국사 이미지 자료\images\ki_070\ki_070_01000.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01000&whereStr=
1505,ki_070_01100,군산의 일본군 비행장 상공에서 비행 중인 미군 정찰기,"1945년 9월 4일 미군의 비행기가 한반도 상륙에 앞서 정찰을 목적으로 군산에 위치한 일본군 비행장 위를 날고 있는 모습이다. 약 40대의 비행기와 30여 대의 트럭이 질서정연하게 배치되어 있다. 군산비행장은 1930년대 중반 일본군의 주도로 건설되었으며, 정식 명칭은 ‘군산육군집중비행장’이다. 일본군은 비행장과 함께 비행학교를 설치해 군조종사를 양성하였다. 해방 이후 1945년 12월 1일 대한민국임시정부 요인 23명은 바로 이 군산비행장을 통해 귀국하였다.",박창희,현대,유적>군사시설,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#군산, #군산육군집중비행장, #대한민국임시정부요인, #미군, #비행학교, #일본군비행장, #해방",,현대|유적>군사시설|정치,"1945년 9월 4일 미군의 비행기가 한반도 상륙에 앞서 정찰을 목적으로 군산에 위치한 일본군 비행장 위를 날고 있는 모습이다. 약 40대의 비행기와 30여 대의 트럭이 질서정연하게 배치되어 있다. 군산비행장은 1930년대 중반 일본군의 주도로 건설되었으며, 정식 명칭은 ‘군산육군집중비행장’이다. 일본군은 비행장과 함께 비행학교를 설치해 군조종사를 양성하였다. 해방 이후 1945년 12월 1일 대한민국임시정부 요인 23명은 바로 이 군산비행장을 통해 귀국하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01100.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01100.jpg,한국사 이미지 자료\images\ki_070\ki_070_01100.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01100&whereStr=
1506,ki_070_01200,해방 직후 한반도에 진주한 미군,1945년 9월 해방 직후 성조기를 꽂은 장갑차를 이끌고 남한에 진주한 미군의 모습이다. 1945년 9월 8일 인천에 상륙한 미군은 다음 날 서울에 진주하였다. 이후 미군은 군정 기구를 설치하고 남한 지역의 통치에 직접 관여하였다.,박창희,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#미군, #미군정, #일본군무장해제, #점령군, #해방",군정의 실시(미군정청) (한국사 연대기) | https://contents.history.go.kr/id/kc_i501700,현대|인물>군인|정치,1945년 9월 해방 직후 성조기를 꽂은 장갑차를 이끌고 남한에 진주한 미군의 모습이다. 1945년 9월 8일 인천에 상륙한 미군은 다음 날 서울에 진주하였다. 이후 미군은 군정 기구를 설치하고 남한 지역의 통치에 직접 관여하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01200.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01200.jpg,한국사 이미지 자료\images\ki_070\ki_070_01200.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01200&whereStr=
1507,ki_070_01300,인천 앞바다에 도착한 미군 함정들,1945년 9월 8일 한반도로 진주하기 위하여 인천 앞바다에 도착한 미군 함정들의 모습이다. 1945년 9월 5일 아침 일본 오키나와(沖縄)를 출발한 미 제24군단 한반도 상륙 부대가 9월 8일 인천에 도착하였다. 이들은 38선 이남 지역의 일본군에 대한 무장해제와 점령 통치를 담당한 부대였다. 한반도에 진주한 미군은 군사정권기관을 설치하고 남한지역을 통치하기 시작하였다.,박창희,현대,유적>군사시설,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#미군, #미군점령통치, #인천, #일본군무장해제, #해방",,현대|유적>군사시설|정치,1945년 9월 8일 한반도로 진주하기 위하여 인천 앞바다에 도착한 미군 함정들의 모습이다. 1945년 9월 5일 아침 일본 오키나와(沖縄)를 출발한 미 제24군단 한반도 상륙 부대가 9월 8일 인천에 도착하였다. 이들은 38선 이남 지역의 일본군에 대한 무장해제와 점령 통치를 담당한 부대였다. 한반도에 진주한 미군은 군사정권기관을 설치하고 남한지역을 통치하기 시작하였다.,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01300.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01300.jpg,한국사 이미지 자료\images\ki_070\ki_070_01300.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01300&whereStr=
1508,ki_070_01399,조선총독부에 성조기를 게양하는 미군,"1945년 9월 9일 서울에 진주한 미군들이 조선총독부 청사에 미국 국기인 성조기를 게양하고 있는 장면이다. 조선총독부 앞에 도열한 미군들과 게양되는 성조기에 경례하는 군인, 사진을 찍고 있는 미군의 모습이 보인다. 일제 식민통치의 상징이었던 조선총독부 청사는 해방 직후 미군정청 건물로 사용되었다. 또한 1948년 8월 15일 대한민국 정부가 수립된 후에는 대통령 관저와 정부청사가 되었다.",최인호,현대,사건>행사·기념,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#대한민국정부청사, #미국, #미군정, #서울특별시, #성조기, #일제식민통치, #조선총독부, #해방",조선총독부 (한국사 연대기) | https://contents.history.go.kr/id/kc_o403000,현대|사건>행사·기념|정치,"1945년 9월 9일 서울에 진주한 미군들이 조선총독부 청사에 미국 국기인 성조기를 게양하고 있는 장면이다. 조선총독부 앞에 도열한 미군들과 게양되는 성조기에 경례하는 군인, 사진을 찍고 있는 미군의 모습이 보인다. 일제 식민통치의 상징이었던 조선총독부 청사는 해방 직후 미군정청 건물로 사용되었다. 또한 1948년 8월 15일 대한민국 정부가 수립된 후에는 대통령 관저와 정부청사가 되었다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01399.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01399.jpg,한국사 이미지 자료\images\ki_070\ki_070_01399.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01399&whereStr=
1509,ki_070_01400,조선총독부 건물에 성조기를 게양하는 미군의 모습,"1945년 9월 9일, 미군이 서울 종로에 위치한 조선총독부 청사에 성조기를 게양하는 모습이다. 같은 날 청사에서 일본의 항복문서 조인식이 열렸다. 조선총독 아베 노부유키(阿部信行, 1875~1953)와 미해군 7함대 사령관 토마스 킨케이드(Tomas C. Kinkaid, 1888~1972) 대장, 미육군 24군 사령관 존 하지(John R. Hodge, 1893~1963) 중장이 항복문서에 서명하였다. 미군은 한반도 진주 후 현상유지정책 기조를 유지하며 조선총독부 청사를 미군정청 건물로 활용하였다.",최인호,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#38도선, #38선분할점령안, #군정, #미국, #미군정청, #성조기, #소련, #영국, #일장기, #조선총독부, #중국","군정의 실시(미군정청) (한국사 연대기) | https://contents.history.go.kr/id/kc_i501700
조선총독부 (한국사 연대기) | https://contents.history.go.kr/id/kc_o403000",현대|인물>군인|정치,"1945년 9월 9일, 미군이 서울 종로에 위치한 조선총독부 청사에 성조기를 게양하는 모습이다. 같은 날 청사에서 일본의 항복문서 조인식이 열렸다. 조선총독 아베 노부유키(阿部信行, 1875~1953)와 미해군 7함대 사령관 토마스 킨케이드(Tomas C. Kinkaid, 1888~1972) 대장, 미육군 24군 사령관 존 하지(John R. Hodge, 1893~1963) 중장이 항복문서에 서명하였다. 미군은 한반도 진주 후 현상유지정책 기조를 유지하며 조선총독부 청사를 미군정청 건물로 활용하였다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01400.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01400.jpg,한국사 이미지 자료\images\ki_070\ki_070_01400.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01400&whereStr=
1510,ki_070_01500,조선총독부 건물에서 일장기를 내리는 미군의 모습,"1945년 9월 9일 조선총독부 청사 앞에 미군에 의해 일장기가 내려지고 있는 모습이다. 1945년 8월 11일 미국·소련·영국·중국은 한반도를 북위 38선을 기준으로 하여 남쪽은 미군이, 북쪽은 소련군이 진주하여 일본군의 항복과 무장해제를 맡는다는 ‘38도선 분할 점령안’을 결의한다. 이에 따라 미군은 8월 15일에 일본이 항복을 선언하자 9월 8일 한반도에 상륙하고, 다음날인 9일 오후 4시에 조선총독부 청사에서 일본 대표의 항복 조약 서명을 받아냈다. 이후 남한에서는 미군정이 시작되었다.",은희녕,현대,인물>군인,정치,국사편찬위원회,상기 출처의 이용 조건에 따름,"#38도선, #38선분할점령안, #군정, #미국, #미군정청, #성조기, #소련, #영국, #일장기, #조선총독부, #중국","군정의 실시(미군정청) (한국사 연대기) | https://contents.history.go.kr/id/kc_i501700
조선총독부 (한국사 연대기) | https://contents.history.go.kr/id/kc_o403000",현대|인물>군인|정치,"1945년 9월 9일 조선총독부 청사 앞에 미군에 의해 일장기가 내려지고 있는 모습이다. 1945년 8월 11일 미국·소련·영국·중국은 한반도를 북위 38선을 기준으로 하여 남쪽은 미군이, 북쪽은 소련군이 진주하여 일본군의 항복과 무장해제를 맡는다는 ‘38도선 분할 점령안’을 결의한다. 이에 따라 미군은 8월 15일에 일본이 항복을 선언하자 9월 8일 한반도에 상륙하고, 다음날인 9일 오후 4시에 조선총독부 청사에서 일본 대표의 항복 조약 서명을 받아냈다. 이후 남한에서는 미군정이 시작되었다.",https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01500.thumbnail.jpg,https://contents.history.go.kr/data/img/ki/ki_070/ki_070_01500.jpg,한국사 이미지 자료\images\ki_070\ki_070_01500.jpg,https://contents.history.go.kr/front/ki/viewAjax.do?levelId=ki_070_01500&whereStr=
