event_id,date_text,start_year,end_year,start_month,end_month,start_reign_name,start_reign_year,end_reign_name,end_reign_year,date_precision,parse_status
ITKC_PH_1294A_0596,1390년(공양왕 2) 4월,1390,1390,4,4,공양왕,2,공양왕,2,YEAR_MONTH,PARSED
ITKC_PH_1294A_0597,1390년(공양왕 2) 5월,1390,1390,5,5,공양왕,2,공양왕,2,YEAR_MONTH,PARSED
ITKC_PH_1294A_0598,"1392년(공양왕 4) 3월
~ 1392년(공양왕 4) 4월",1392,1392,3,4,공양왕,4,공양왕,4,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0599,1392년(공양왕 4) 7월,1392,1392,7,7,공양왕,4,공양왕,4,YEAR_MONTH,PARSED
ITKC_PH_1305A_0320,1392년(공양왕 4),1392,1392,,,공양왕,4,공양왕,4,EXACT_YEAR,PARSED
ITKC_PH_1294A_0365,"1018년(현종 9) 12월
~ 1019년(현종 10) 2월",1018,1019,12,2,현종,9,현종,10,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0366,1019년(현종 10) 2월,1019,1019,2,2,현종,10,현종,10,YEAR_MONTH,PARSED
ITKC_PH_1294A_0367,1019년(현종 10) 12월,1019,1019,12,12,현종,10,현종,10,YEAR_MONTH,PARSED
ITKC_PH_1294A_0368,1020년(현종 11) 2월,1020,1020,2,2,현종,11,현종,11,YEAR_MONTH,PARSED
ITKC_PH_1294A_0369,1029년(현종 20) 8월,1029,1029,8,8,현종,20,현종,20,YEAR_MONTH,PARSED
ITKC_PH_1294A_0370,"1035년(정종 원년) 5월
~ 1035년(정종 원년) 6월",1035,1035,5,6,,,,,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0375,1072년(문종 26) 7월,1072,1072,7,7,문종,26,문종,26,YEAR_MONTH,PARSED
ITKC_PH_1294A_0376,1073년(문종 27) 1월,1073,1073,1,1,문종,27,문종,27,YEAR_MONTH,PARSED
ITKC_PH_1294A_0377,1080년(문종 34) 12월,1080,1080,12,12,문종,34,문종,34,YEAR_MONTH,PARSED
ITKC_PH_1294A_0378,1095년(헌종 원년) 7월,1095,1095,7,7,,,,,YEAR_MONTH,PARSED
ITKC_PH_1294A_0379,"1104년(숙종 9) 1월
~ 1104년(숙종 9) 2월",1104,1104,1,2,숙종,9,숙종,9,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0380,1106년(예종 원년) 3월,1106,1106,3,3,,,,,YEAR_MONTH,PARSED
ITKC_PH_1294A_0381,1107년(예종 2) 9월,1107,1107,9,9,예종,2,예종,2,YEAR_MONTH,PARSED
ITKC_PH_1294A_0382,1107년(예종 2) 12월,1107,1107,12,12,예종,2,예종,2,YEAR_MONTH,PARSED
ITKC_PH_1294A_0383,1112년(예종 7) 8월,1112,1112,8,8,예종,7,예종,7,YEAR_MONTH,PARSED
ITKC_PH_1294A_0384,1115년(예종 10) 7월,1115,1115,7,7,예종,10,예종,10,YEAR_MONTH,PARSED
ITKC_PH_1294A_0385,1122년(예종 17) 12월,1122,1122,12,12,예종,17,예종,17,YEAR_MONTH,PARSED
ITKC_PH_1294A_0386,"1126년(인종 4) 2월
~ 1126년(인종 4) 5월",1126,1126,2,5,인종,4,인종,4,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0387,1127년(인종 5) 3월,1127,1127,3,3,인종,5,인종,5,YEAR_MONTH,PARSED
ITKC_PH_1294A_0388,1128년(인종 6) 8월,1128,1128,8,8,인종,6,인종,6,YEAR_MONTH,PARSED
ITKC_PH_1294A_0389,1135년(인종 13) 1월,1135,1135,1,1,인종,13,인종,13,YEAR_MONTH,PARSED
ITKC_PH_1294A_0390,1151년(의종 5) 윤4월,1151,1151,4,4,의종,5,의종,5,YEAR_MONTH,PARSED
ITKC_PH_1294A_0391,1156년(의종 10) 10월,1156,1156,10,10,의종,10,의종,10,YEAR_MONTH,PARSED
ITKC_PH_1300A_0006,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0010,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0025,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0031,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0063,성종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0088,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0098,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0108,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0174,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0001,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0002,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0003,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0004,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0005,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0011,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0012,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0013,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0014,태조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0015,정종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0017,정종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0018,태종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0021,태종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0022,태종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0023,태종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0024,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0026,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0032,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0033,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0034,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0035,세종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0036,문종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0037,문종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0038,문종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0040,단종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0047,단종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0048,단종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0049,세조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0050,세조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0053,세조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0054,세조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0055,세조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0056,예종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0058,예종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0059,예종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0060,성종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0067,성종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0068,성종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0069,연산군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0074,연산군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0075,연산군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0078,연산군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0079,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0099,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0100,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0101,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0102,중종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0103,인종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0104,인종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0105,인종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0106,인종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0107,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0114,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0117,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0119,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0120,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0121,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0122,명종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0123,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0125,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0134,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0145,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0146,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0147,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0148,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0149,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0150,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0151,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0153,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0154,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0155,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0156,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0157,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0158,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0159,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0160,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0163,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0167,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0168,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0392,1157년(의종 11) 2월,1157,1157,2,2,의종,11,의종,11,YEAR_MONTH,PARSED
ITKC_PH_1300A_0169,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0393,1157년(의종 11) 4월,1157,1157,4,4,의종,11,의종,11,YEAR_MONTH,PARSED
ITKC_PH_1300A_0178,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0394,"1158년(의종 12) 6월
~ 1158년(의종 12) 9월",1158,1158,6,9,의종,12,의종,12,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0179,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0395,"1158년(의종 12) 8월
~ 1158년(의종 12) 9월",1158,1158,8,9,의종,12,의종,12,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0180,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0396,1163년(의종 17) 8월,1163,1163,8,8,의종,17,의종,17,YEAR_MONTH,PARSED
ITKC_PH_1300A_0181,선조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0397,1165년(의종 19) 4월,1165,1165,4,4,의종,19,의종,19,YEAR_MONTH,PARSED
ITKC_PH_1300A_0182,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0398,1167년(의종 21) 1월,1167,1167,1,1,의종,21,의종,21,YEAR_MONTH,PARSED
ITKC_PH_1300A_0184,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0399,"1167년(의종 21) 5월
~ 1167년(의종 21) 6월",1167,1167,5,6,의종,21,의종,21,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0201,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0400,1170년(의종 24) 8월,1170,1170,8,8,의종,24,의종,24,YEAR_MONTH,PARSED
ITKC_PH_1300A_0202,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0401,1170년(의종 24) 9월,1170,1170,9,9,의종,24,의종,24,YEAR_MONTH,PARSED
ITKC_PH_1300A_0203,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0402,1170년(의종 24) 10월,1170,1170,10,10,의종,24,의종,24,YEAR_MONTH,PARSED
ITKC_PH_1300A_0204,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0403,1171년(명종 원년) 1월,1171,1171,1,1,,,,,YEAR_MONTH,PARSED
ITKC_PH_1300A_0205,광해군,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0404,"1173년(명종 3) 8월
~ 1173년(명종 3) 9월",1173,1173,8,9,명종,3,명종,3,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0206,원종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0207,원종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0405,1173년(명종 3) 10월,1173,1173,10,10,명종,3,명종,3,YEAR_MONTH,PARSED
ITKC_PH_1300A_0209,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0406,1174년(명종 4) 1월,1174,1174,1,1,명종,4,명종,4,YEAR_MONTH,PARSED
ITKC_PH_1300A_0231,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0408,1174년(명종 4) 12월,1174,1174,12,12,명종,4,명종,4,YEAR_MONTH,PARSED
ITKC_PH_1300A_0234,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0407,"1174년(명종 4) 9월
~ 1176년(명종 6) 6월",1174,1176,9,6,명종,4,명종,6,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0244,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0409,"1176년(명종 6) 1월
~ 1177년(명종 7) 7월",1176,1177,1,7,명종,6,명종,7,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0245,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0410,1179년(명종 9) 9월,1179,1179,9,9,명종,9,명종,9,YEAR_MONTH,PARSED
ITKC_PH_1300A_0246,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0411,"1182년(명종 12) 3월
~ 1182년(명종 12) 5월",1182,1182,3,5,명종,12,명종,12,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0412,1183년(명종 13) 7월,1183,1183,7,7,명종,13,명종,13,YEAR_MONTH,PARSED
ITKC_PH_1300A_0247,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0413,1185년(명종 15) 3월,1185,1185,3,3,명종,15,명종,15,YEAR_MONTH,PARSED
ITKC_PH_1300A_0248,인조,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0249,효종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0414,1186년(명종 16) 12월,1186,1186,12,12,명종,16,명종,16,YEAR_MONTH,PARSED
ITKC_PH_1300A_0250,효종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0415,1187년(명종 17) 7월,1187,1187,7,7,명종,17,명종,17,YEAR_MONTH,PARSED
ITKC_PH_1294A_0416,"1193년(명종 23) 7월
~ 1194년(명종 24) 7월",1193,1194,7,7,명종,23,명종,24,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0256,효종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0257,효종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0417,1196년(명종 26) 4월,1196,1196,4,4,명종,26,명종,26,YEAR_MONTH,PARSED
ITKC_PH_1294A_0418,1196년(명종 26) 4월,1196,1196,4,4,명종,26,명종,26,YEAR_MONTH,PARSED
ITKC_PH_1300A_0258,현종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0419,1197년(명종 27) 9월,1197,1197,9,9,명종,27,명종,27,YEAR_MONTH,PARSED
ITKC_PH_1300A_0259,현종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0420,1198년(신종 원년) 5월,1198,1198,5,5,,,,,YEAR_MONTH,PARSED
ITKC_PH_1300A_0268,현종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0421,1199년(신종 2) 8월,1199,1199,8,8,신종,2,신종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0270,숙종,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1294A_0423,1200년(신종 3),1200,1200,,,신종,3,신종,3,EXACT_YEAR,PARSED
ITKC_PH_1294A_0422,"1200년(신종 3) 4월
~ 1201년(신종 4) 3월",1200,1201,4,3,신종,3,신종,4,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1294A_0425,1207년(희종 3) 5월,1207,1207,5,5,희종,3,희종,3,YEAR_MONTH,PARSED
ITKC_PH_1294A_0426,1209년(희종 5) 4월,1209,1209,4,4,희종,5,희종,5,YEAR_MONTH,PARSED
ITKC_PH_1294A_0427,1211년(희종 7) 12월,1211,1211,12,12,희종,7,희종,7,YEAR_MONTH,PARSED
ITKC_PH_1294A_0428,1215년(고종 2) 11월,1215,1215,11,11,고종,2,고종,2,YEAR_MONTH,PARSED
ITKC_PH_1294A_0429,1216년(고종 3) 8월,1216,1216,8,8,고종,3,고종,3,YEAR_MONTH,PARSED
ITKC_PH_1294A_0430,1217년(고종 4) 1월,1217,1217,1,1,고종,4,고종,4,YEAR_MONTH,PARSED
ITKC_PH_1294A_0431,1217년(고종 4) 1월,1217,1217,1,1,고종,4,고종,4,YEAR_MONTH,PARSED
ITKC_PH_1294A_0432,1217년(고종 4) 3월,1217,1217,3,3,고종,4,고종,4,YEAR_MONTH,PARSED
ITKC_PH_1294A_0433,1217년(고종 4) 4월,1217,1217,4,4,고종,4,고종,4,YEAR_MONTH,PARSED
ITKC_PH_1294A_0434,1217년(고종 4) 6월,1217,1217,6,6,고종,4,고종,4,YEAR_MONTH,PARSED
ITKC_PH_1305A_0331,,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1300A_0007,1394년(태조 3) 2월 26일,1394,1394,2,2,태조,3,태조,3,YEAR_MONTH,PARSED
ITKC_PH_1300A_0008,1398년(태조 7) 8월 26일,1398,1398,8,8,태조,7,태조,7,YEAR_MONTH,PARSED
ITKC_PH_1300A_0009,1400년(정종 2) 1월 28일,1400,1400,1,1,정종,2,정종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0016,1400년(정종 2) 8월 1일,1400,1400,8,8,정종,2,정종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0019,"1407년(태종 7)
~ 1416년(태종 16)",1407,1416,,,태종,7,태종,16,YEAR_RANGE,PARSED
ITKC_PH_1300A_0027,"1418년(세종 즉위) 8월 25일
~ 1418년(세종 즉위) 11월 26일",1418,1418,8,11,,,,,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0020,1418년(태종 18) 6월 3일,1418,1418,6,6,태종,18,태종,18,YEAR_MONTH,PARSED
ITKC_PH_1300A_0028,"1419년(세종 1) 5월 14일
~ 1419년(세종 1) 7월 3일",1419,1419,5,7,세종,1,세종,1,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0029,"1433년(세종 15)
~ 1437년(세종 19)",1433,1437,,,세종,15,세종,19,YEAR_RANGE,PARSED
ITKC_PH_1300A_0030,"1434년(세종 16)
~ 1449년(세종 31)",1434,1449,,,세종,16,세종,31,YEAR_RANGE,PARSED
ITKC_PH_1294A_0600,1452년(문종 2) 3월,1452,1452,3,3,문종,2,문종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0041,1453년(단종 1) 10월 10일,1453,1453,10,10,단종,1,단종,1,YEAR_MONTH,PARSED
ITKC_PH_1300A_0042,1453년(단종 1) 10월,1453,1453,10,10,단종,1,단종,1,YEAR_MONTH,PARSED
ITKC_PH_1300A_0043,1454년(단종 2) 1월 22일,1454,1454,1,1,단종,2,단종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0044,"1456년(세조 2) 6월 2일
~ 1456년(세조 2) 6월 9일",1456,1456,6,6,세조,2,세조,2,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0045,"1457년(세조 3) 6월 27일
~ 1457년(세조 3) 10월 21일",1457,1457,6,10,세조,3,세조,3,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0051,"1467년(세조 13) 5월
~ 1467년(세조 13) 8월",1467,1467,5,8,세조,13,세조,13,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0052,1467년(세조 13),1467,1467,,,세조,13,세조,13,EXACT_YEAR,PARSED
ITKC_PH_1300A_0057,"1468년(예종 즉위) 10월 24일
~ 1468년(예종 즉위) 10월 30일",1468,1468,10,10,,,,,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0061,1470년(성종 1) 1월 14일,1470,1470,1,1,성종,1,성종,1,YEAR_MONTH,PARSED
ITKC_PH_1300A_0065,1479년(성종 10),1479,1479,,,성종,10,성종,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0064,1482년(성종 13) 8월 16일,1482,1482,8,8,성종,13,성종,13,YEAR_MONTH,PARSED
ITKC_PH_1300A_0066,1491년(성종 22),1491,1491,,,성종,22,성종,22,EXACT_YEAR,PARSED
ITKC_PH_1300A_0071,1498년(연산군 4),1498,1498,,,연산군,4,연산군,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0076,1498년(연산군 4),1498,1498,,,연산군,4,연산군,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0070,1504년(연산군 10),1504,1504,,,연산군,10,연산군,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0072,1504년(연산군 10),1504,1504,,,연산군,10,연산군,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0077,1504년(연산군 10),1504,1504,,,연산군,10,연산군,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0073,1506년(중종 1) 9월 2일,1506,1506,9,9,중종,1,중종,1,YEAR_MONTH,PARSED
ITKC_PH_1300A_0080,"1506년(중종 1)
~ 1507년(중종 3)",1506,1507,,,중종,1,중종,3,YEAR_RANGE,PARSED
ITKC_PH_1300A_0082,1507년(중종 2) 1월,1507,1507,1,1,중종,2,중종,2,YEAR_MONTH,PARSED
ITKC_PH_1300A_0083,"1507년(중종 2) 8월 26일
~ 1507년(중종 2) 9월",1507,1507,8,9,중종,2,중종,2,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0085,1510년(중종 5) 4월,1510,1510,4,4,중종,5,중종,5,YEAR_MONTH,PARSED
ITKC_PH_1300A_0084,"1507년(중종 2)
~ 1512년(중종 7)",1507,1512,,,중종,2,중종,7,YEAR_RANGE,PARSED
ITKC_PH_1300A_0039,"1457년(세조 3)
~ 1513년(중종 8)",1457,1513,,,세조,3,중종,8,YEAR_RANGE,PARSED
ITKC_PH_1300A_0086,1513년(중종 8),1513,1513,,,중종,8,중종,8,EXACT_YEAR,PARSED
ITKC_PH_1300A_0087,1516년(중종 11),1516,1516,,,중종,11,중종,11,EXACT_YEAR,PARSED
ITKC_PH_1300A_0089,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0090,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0092,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0313,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0314,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0315,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0316,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0317,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1305A_0318,1519년(중종 14),1519,1519,,,중종,14,중종,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0091,1521년(중종 16),1521,1521,,,중종,16,중종,16,EXACT_YEAR,PARSED
ITKC_PH_1300A_0096,1527년(중종 22) 3월,1527,1527,3,3,중종,22,중종,22,YEAR_MONTH,PARSED
ITKC_PH_1300A_0094,"1527년(중종 22)
~ 1531년(중종 26)",1527,1531,,,중종,22,중종,26,YEAR_RANGE,PARSED
ITKC_PH_1300A_0095,"1530년(중종 25)
~ 1531년(중종 26)",1530,1531,,,중종,25,중종,26,YEAR_RANGE,PARSED
ITKC_PH_1300A_0093,"1533년(중종 28)
~ 1537년(중종 32)",1533,1537,,,중종,28,중종,32,YEAR_RANGE,PARSED
ITKC_PH_1300A_0097,1537년(중종 32),1537,1537,,,중종,32,중종,32,EXACT_YEAR,PARSED
ITKC_PH_1305A_0324,1537년(중종 32),1537,1537,,,중종,32,중종,32,EXACT_YEAR,PARSED
ITKC_PH_1300A_0110,1545년(명종 즉위),1545,1545,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0111,1545년(명종 즉위),1545,1545,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0109,1547년(명종 2),1547,1547,,,명종,2,명종,2,EXACT_YEAR,PARSED
ITKC_PH_1305A_0321,1547년(명종 2) 9월,1547,1547,9,9,명종,2,명종,2,YEAR_MONTH,PARSED
ITKC_PH_1305A_0332,1549년(명종 4),1549,1549,,,명종,4,명종,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0112,1555년(명종 10),1555,1555,,,명종,10,명종,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0113,"1559년(명종 14)
~ 1562년(명종 17)",1559,1562,,,명종,14,명종,17,YEAR_RANGE,PARSED
ITKC_PH_1300A_0118,"1563년(명종 18)
~ 1564년(명종 19)",1563,1564,,,명종,18,명종,19,YEAR_RANGE,PARSED
ITKC_PH_1300A_0115,1565년(명종 20),1565,1565,,,명종,20,명종,20,EXACT_YEAR,PARSED
ITKC_PH_1300A_0116,"1565년(명종 20) 8월
~ 1565년(명종 20) 11월",1565,1565,8,11,명종,20,명종,20,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0124,1567년(선조 즉위) 7월,1567,1567,7,7,,,,,YEAR_MONTH,PARSED
ITKC_PH_1300A_0128,1568년(선조 1),1568,1568,,,선조,1,선조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0126,1569년(선조 2) 11월,1569,1569,11,11,선조,2,선조,2,YEAR_MONTH,PARSED
ITKC_PH_1305A_0322,"1410년(태종 10)
~ 1569년(선조 2)",1410,1569,,,태종,10,선조,2,YEAR_RANGE,PARSED
ITKC_PH_1305A_0326,1571년(선조 4) 7월,1571,1571,7,7,선조,4,선조,4,YEAR_MONTH,PARSED
ITKC_PH_1300A_0129,1572년(선조 5) 7월,1572,1572,7,7,선조,5,선조,5,YEAR_MONTH,PARSED
