source_record_id,source,source_key,source_release,source_metadata_json,graph_release_id
ITKC:EVENT:ITKC_PH_1300A_0064:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0064:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0064""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0065:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0065:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0065""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0066:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0066:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0066""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0067:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0067:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0067""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0068:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0068:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0068""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0069:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0069:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0069""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0070:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0070:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0070""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0071:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0071:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0071""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0072:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0072:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0072""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0073:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0073:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0073""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0074:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0074:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0074""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0075:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0075:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0075""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0076:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0076:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0076""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0077:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0077:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0077""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0079:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0079:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0079""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0080:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0080:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0080""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0081:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0081:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0081""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0082:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0082:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0082""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0083:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0083:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0083""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0084:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0084:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0084""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0086:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0086:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0086""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0087:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0087:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0087""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0088:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0088:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0088""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0089:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0089:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0089""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0090:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0090:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0090""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0091:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0091:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0091""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0092:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0092:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0093:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0093:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0093""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0094:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0094:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0094""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0095:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0095:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0095""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0096:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0096:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0096""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0097:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0097:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0097""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0098:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0098:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0098""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0099:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0099:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0099""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0100:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0100:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0100""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0101:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0101:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0101""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0102:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0102:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0102""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0103:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0103:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0103""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0104:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0104:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0104""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0106:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0106:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0106""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0107:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0107:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0107""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0108:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0108:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0108""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0109:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0109:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0109""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0110:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0110:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0110""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0111:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0111:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0111""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0112:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0112:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0112""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0115:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0115:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0115""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0116:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0116:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0116""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0117:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0117:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0117""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0118:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0118:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0118""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0119:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0119:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0119""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0120:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0120:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0120""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0121:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0121:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0121""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0122:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0122:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0122""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0123:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0123:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0123""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:EVENT:ITKC_PH_1300A_0124:sha256-b824cb8eb9575bbc,ITKC_EVENT_RELATION,ITKC:EVENT:ITKC_PH_1300A_0124:sha256-b824cb8eb9575bbc,sha256-033a21e0e2a18c75,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0124""}",korean-history-fact-graph-2026-07-27-contextual-v1
