exam_term_id,term,normalized_term,term_variants_json,resolution_case_ids_json,categories_json,entity_type_proposals_json,problem_count,problem_ids_json,source_link_status,normalization_policy_version,resolution_policy_version,search_text,resolution_status,target_count,target_resolution_status,exact_search_eligible,retrieval_eligible,fact_retrieval_eligible,terminal_fact_retrieval_eligible,graph_release_id
exam-term:4108a2339b7ccbf4d1de,영흥,영흥,"[""영흥""]","[""resolution-case:f4b62eb0ca8648e94b8e""]","[""지명""]","[""Place""]",1,"[""cj_v41_0846""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,영흥,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:411384b39d422301a6a2,수조권,수조권,"[""수조권""]","[""resolution-case:775aa92fdd2910f8e467""]","[""제도""]","[""Concept""]",6,"[""cj_v41_0017"", ""cj_v41_0303"", ""cj_v41_0444"", ""cj_v41_0590"", ""cj_v41_0631"", ""cj_v41_0823""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,수조권,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41208802c5ab081c8ab3,백암성,백암성,"[""백암성""]","[""resolution-case:9525d5f23dfc5fc98b41""]","[""유적""]","[""Heritage""]",2,"[""cj_v41_0524"", ""cj_v41_0811""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,백암성,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4125bfbee8112d215cf2,금지곡,금지곡,"[""금지곡""]","[""resolution-case:009f782ec02cabb5b2f4"", ""resolution-case:eb2c05ce041b4957e03f""]","[""정책"", ""제도""]","[""Concept""]",2,"[""cj_v41_1277"", ""cj_v41_1378""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,금지곡,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4130724f045c39d3bbde,광평성,광평성,"[""광평성""]","[""resolution-case:ca47effb05212f69e1f9""]","[""기관""]","[""Institution""]",20,"[""cj_v41_0009"", ""cj_v41_0105"", ""cj_v41_0152"", ""cj_v41_0247"", ""cj_v41_0384"", ""cj_v41_0438"", ""cj_v41_0482"", ""cj_v41_0576"", ""cj_v41_0625"", ""cj_v41_0814"", ""cj_v41_0859"", ""cj_v41_0908"", ""cj_v41_0956"", ""cj_v41_1101"", ""cj_v41_1155"", ""cj_v41_1201"", ""cj_v41_1249"", ""cj_v41_1293"", ""cj_v41_1340"", ""cj_v41_1441""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,광평성,RESOLVED,1,UNIQUE,true,true,false,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:413e98a38104fb093894,유학,유학,"[""유학""]","[""resolution-case:67430e4c4bc38ad0db18"", ""resolution-case:fb79f0d0be76de9bb6ca""]","[""사상"", ""제도""]","[""Concept""]",5,"[""cj_v41_0450"", ""cj_v41_0889"", ""cj_v41_1266"", ""cj_v41_1349"", ""cj_v41_img_54_20""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,유학,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4167f606cfbcb9817381,당 태종,당태종,"[""당 태종""]","[""resolution-case:59b4664a630cf67fe249""]","[""인물""]","[""Person""]",3,"[""cj_v41_0050"", ""cj_v41_0572"", ""cj_v41_1001""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,당 태종,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41692acf0fac74d4ae01,개국,개국,"[""개국""]","[""resolution-case:229fb0ef9cfce005daf2""]","[""제도""]","[""Concept""]",2,"[""cj_v41_0481"", ""cj_v41_1433""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,개국,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41753ff2b46bcbd20e6f,율학,율학,"[""율학""]","[""resolution-case:c9b8a385e9e69a6c68f9""]","[""제도""]","[""Concept""]",1,"[""cj_v41_img_54_20""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,율학,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41805e2ad495891a20cd,외무부,외무부,"[""외무부""]","[""resolution-case:1aaf79297c3b00837ae4""]","[""기관""]","[""Institution""]",1,"[""cj_v41_1424""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,외무부,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:418352cb1ed9a7a131b0,신흥교우단,신흥교우단,"[""신흥교우단""]","[""resolution-case:b30fdfc11b1b6e6e1175""]","[""단체""]","[""Organization""]",1,"[""cj_v41_1272""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,신흥교우단,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41c37040a999de472efc,양화진,양화진,"[""양화진""]","[""resolution-case:de9779ed940006cb5257""]","[""지명""]","[""Place""]",3,"[""cj_v41_0267"", ""cj_v41_0976"", ""cj_v41_1413""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,양화진,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41d2cfeb36217b71d411,5경 15부 62주,오경십오부육십이주,"[""5경 15부 62주""]","[""resolution-case:73e35c0ff330c29624e6""]","[""제도""]","[""Concept""]",7,"[""cj_v41_0199"", ""cj_v41_0338"", ""cj_v41_0438"", ""cj_v41_0767"", ""cj_v41_0859"", ""cj_v41_1101"", ""cj_v41_1393""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,5경 15부 62주,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41d5db7672714881c6f3,제1차 한일 협약,제일차한일협약,"[""제1차 한일 협약""]","[""resolution-case:df0899fbdafe90a8ddc3""]","[""조약""]","[""Work""]",2,"[""cj_v41_0791"", ""cj_v41_1177""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,제1차 한일 협약,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41e691f45fa426915a7a,훈민정음 해례본,훈민정음해례본,"[""훈민정음 해례본""]","[""resolution-case:18a2d2c18a897db94312""]","[""문헌""]","[""Work""]",3,"[""cj_v41_0731"", ""cj_v41_1377"", ""cj_v41_1500""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,훈민정음 해례본,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41e99a0310d2b721cbc3,수월관음도,수월관음도,"[""수월관음도""]","[""resolution-case:3b55dd62e803f24b92f0""]","[""문화재""]","[""Heritage""]",4,"[""cj_v41_img_59_15"", ""cj_v41_img_64_16"", ""cj_v41_img_71_16"", ""cj_v41_img_77_13""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,수월관음도,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41e9d5fb1d04b1c30a1c,23부제,이십삼부제,"[""23부제""]","[""resolution-case:823a1f5240d172208898""]","[""제도""]","[""Concept""]",2,"[""cj_v41_0271"", ""cj_v41_0846""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,23부제,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41fabf7a7e051c0dc91a,중앙청,중앙청,"[""중앙청""]","[""resolution-case:f27ab7387a9a660725cc""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_0706""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,중앙청,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:41fb1f7f6f4cdd2ae976,모스크바 3상 회의,모스크바삼상회의,"[""모스크바 3상 회의""]","[""resolution-case:76a51352e6edea3eedab""]","[""사건""]","[""Event""]",1,"[""cj_v41_0044""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,모스크바 3상 회의,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4202ba4c4699acad2aa4,영남 만인소,영남만인소,"[""영남 만인소""]","[""resolution-case:e6b91ee9eb9ae1b65722""]","[""문헌""]","[""Work""]",8,"[""cj_v41_0169"", ""cj_v41_0224"", ""cj_v41_0456"", ""cj_v41_0651"", ""cj_v41_0824"", ""cj_v41_0883"", ""cj_v41_1315"", ""cj_v41_1363""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,영남 만인소,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4209091ef3c9f0d88466,하복연,하복연,"[""하복연""]","[""resolution-case:a46c2cc87914c9658992""]","[""인물""]","[""Person""]",1,"[""cj_v41_0103""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,하복연,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:420a47cc64b684a0566d,개국공신,개국공신,"[""개국공신""]","[""resolution-case:d5ebc9acd2a77b6fa602""]","[""제도""]","[""Concept""]",4,"[""cj_v41_0303"", ""cj_v41_0631"", ""cj_v41_1111"", ""cj_v41_1455""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,개국공신,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:42302af85538b4c6f771,서역,서역,"[""서역""]","[""resolution-case:683ea9d6ef2b72b75a92""]","[""지명""]","[""Place""]",2,"[""cj_v41_0907"", ""cj_v41_1293""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,서역,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:423474066745c28b3931,블라디보스토크,블라디보스토크,"[""블라디보스토크""]","[""resolution-case:6b4776c6a3b398771869""]","[""지명""]","[""Place""]",1,"[""cj_v41_1178""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,블라디보스토크,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4237032960fe7cd740fd,은청광록대부,은청광록대부,"[""은청광록대부""]","[""resolution-case:2842998fabf254f061ca""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1151""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,은청광록대부,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4240f4585b04d0532959,만세 시위,만세시위,"[""만세 시위""]","[""resolution-case:294cbc44cbee8d52aae9""]","[""사건""]","[""Event""]",1,"[""cj_v41_0324""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,만세 시위,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:424b18aeac16f3736566,G20 정상회의,g이십정상회의,"[""G20 정상회의""]","[""resolution-case:4d3baa7faa3e3c5b8087""]","[""사건""]","[""Event""]",2,"[""cj_v41_0286"", ""cj_v41_1142""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,G20 정상회의,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:424d289b29e52ca1b095,신농,신농,"[""신농""]","[""resolution-case:770c61c92ec22ab115d9""]","[""인물""]","[""Person""]",1,"[""cj_v41_0160""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,신농,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4254ef7187489c89c976,비상계엄령,비상계엄령,"[""비상계엄령""]","[""resolution-case:5334d749b6839a7afaae""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0283""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,비상계엄령,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:42613cc7f0865e14bef0,경주 구황동 금제여래좌상,경주구황동금제여래좌상,"[""경주 구황동 금제여래좌상""]","[""resolution-case:e8aa42e85469a9b2ccc3""]","[""문화재""]","[""Heritage""]",1,"[""cj_v41_img_78_09""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,경주 구황동 금제여래좌상,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4299ff7e10ae3e6dd523,백자 청화 이형,백자청화이형,"[""백자 청화 이형""]","[""resolution-case:cb55eb1c010eaa356d6e""]","[""유물""]","[""Heritage""]",1,"[""cj_v41_img_76_17""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,백자 청화 이형,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:42c0eea9f75cdca6e60e,규합총서,규합총서,"[""규합총서""]","[""resolution-case:7aa1cd877817076ffb02""]","[""문헌""]","[""Work""]",1,"[""cj_v41_0664""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,규합총서,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:42d058ab5fade598e58c,미셸 캉드쉬,미셸캉드쉬,"[""미셸 캉드쉬""]","[""resolution-case:87e37e5df2c0a621731a""]","[""인물""]","[""Person""]",1,"[""cj_v41_0285""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,미셸 캉드쉬,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:42dfca5a04710d9d4966,조일수호조규,조일수호조규,"[""조일수호조규""]","[""resolution-case:5a8039cc03156cd74368""]","[""조약""]","[""Work""]",3,"[""cj_v41_0218"", ""cj_v41_0408"", ""cj_v41_0597""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,조일수호조규,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4304da17a71348103f98,권람,권람,"[""권람""]","[""resolution-case:b9e2786e591aa177549e""]","[""인물""]","[""Person""]",1,"[""cj_v41_0778""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,권람,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4307655fbff327dd3f7b,한국민주당,한국민주당,"[""한국민주당""]","[""resolution-case:9f9d9b9f6e8187e72abf""]","[""단체""]","[""Organization""]",3,"[""cj_v41_0845"", ""cj_v41_1043"", ""cj_v41_1381""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,한국민주당,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:431c24de14a0efda4807,조선 혁명 선언,조선혁명선언,"[""조선 혁명 선언""]","[""resolution-case:a32fd5c64cff473c1ba5""]","[""문헌""]","[""Work""]",26,"[""cj_v41_0037"", ""cj_v41_0083"", ""cj_v41_0138"", ""cj_v41_0177"", ""cj_v41_0234"", ""cj_v41_0279"", ""cj_v41_0326"", ""cj_v41_0364"", ""cj_v41_0416"", ""cj_v41_0468"", ""cj_v41_0554"", ""cj_v41_0650"", ""cj_v41_0697"", ""cj_v41_0751"", ""cj_v41_0840"", ""cj_v41_0883"", ""cj_v41_0937"", ""cj_v41_1043"", ""cj_v41_1081"", ""cj_v41_1134"", ""cj_v41_1234"", ""cj_v41_1278"", ""cj_v41_1373"", ""cj_v41_1421"", ""cj_v41_1467"", ""cj_v41_1513""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,조선 혁명 선언,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43248936483e69100206,계수관,계수관,"[""계수관""]","[""resolution-case:da086084d6301c6b3148""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0846""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,계수관,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:432c0c7a85e0216db787,왕릉,왕릉,"[""왕릉""]","[""resolution-case:e2a62e86752a7fbf1f14""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_0437""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,왕릉,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:432fa0b3d6584e449ad7,중추원 관제,중추원관제,"[""중추원 관제""]","[""resolution-case:c56145dd10464d73ceb4""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0075""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,중추원 관제,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4342a8dc8f45234fa070,용암포,용암포,"[""용암포""]","[""resolution-case:061c75d18c75559944f5""]","[""지명""]","[""Place""]",4,"[""cj_v41_0413"", ""cj_v41_0879"", ""cj_v41_1222"", ""cj_v41_1321""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,용암포,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:434e89a8e49eebe1d379,전주성,전주성,"[""전주성""]","[""resolution-case:3758d70b649ddcb0a1b8""]","[""유적""]","[""Heritage""]",7,"[""cj_v41_0009"", ""cj_v41_0127"", ""cj_v41_0222"", ""cj_v41_0362"", ""cj_v41_0457"", ""cj_v41_0978"", ""cj_v41_1267""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,전주성,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4352c800c4cade7830cb,조선 수군,조선수군,"[""조선 수군""]","[""resolution-case:0dd1c396b1a2f5fc7ac7""]","[""기관""]","[""Institution""]",1,"[""cj_v41_1405""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,조선 수군,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:435910c4593365cf0ee4,산천재,산천재,"[""산천재""]","[""resolution-case:88a5fe1fe41967cbf508""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_1017""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,산천재,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4362fd1cd8fcc5c9f021,노장소상,노장소상,"[""노장소상""]","[""resolution-case:932ece1f4d0c8f032d48""]","[""사상""]","[""Concept""]",1,"[""cj_v41_0506""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,노장소상,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43721948fda2fa2a7687,의병장,의병장,"[""의병장""]","[""resolution-case:94bbf5d7ee52079f5297""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1418""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,의병장,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:437edf61b961eef36264,탐라국,탐라국,"[""탐라국""]","[""resolution-case:f189e8941016a3994fb2""]","[""국가""]","[""Polity""]",1,"[""cj_v41_0299""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,탐라국,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:438504150a01dcf8c04e,성진회,성진회,"[""성진회""]","[""resolution-case:ec2ef4faf7f7fdff580c""]","[""단체""]","[""Organization""]",5,"[""cj_v41_0083"", ""cj_v41_0788"", ""cj_v41_1128"", ""cj_v41_1228"", ""cj_v41_1322""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,성진회,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43962929e67332e59207,신임사화,신임사화,"[""신임사화""]","[""resolution-case:3589b8f14e9fe8582269""]","[""사건""]","[""Event""]",1,"[""cj_v41_1308""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,신임사화,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:439c6e57efd703dab991,수원,수원,"[""수원""]","[""resolution-case:26da72bd010c12cd9ca8""]","[""지명""]","[""Place""]",2,"[""cj_v41_0783"", ""cj_v41_img_54_20""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,수원,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:439ce34cc32982016890,하남 교산동 마애 약사 여래 좌상,하남교산동마애약사여래좌상,"[""하남 교산동 마애 약사 여래 좌상""]","[""resolution-case:06e0dd765044898f1d5d""]","[""문화재""]","[""Heritage""]",1,"[""cj_v41_img_50_14""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,하남 교산동 마애 약사 여래 좌상,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43a7846fdddfbb5b98ad,교동과 송현동 고분군,교동과송현동고분군,"[""교동과 송현동 고분군""]","[""resolution-case:6b23f1bf17e36d93e597""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_1241""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,교동과 송현동 고분군,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43c9f3fba4544536c81c,십전통보,십전통보,"[""십전통보""]","[""resolution-case:5f9d9757894a42a35e5b""]","[""유물""]","[""Heritage""]",1,"[""cj_v41_1504""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,십전통보,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43d9eec133d7a763711e,도승지,도승지,"[""도승지""]","[""resolution-case:4d13d225fe49d1d8ee99""]","[""제도""]","[""Concept""]",3,"[""cj_v41_0636"", ""cj_v41_1021"", ""cj_v41_1162""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,도승지,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43e166c4025603779297,신주,신주,"[""신주""]","[""resolution-case:3fe81b479aab4fdbb26b"", ""resolution-case:d079d11655b1155094d4""]","[""유물"", ""제도""]","[""Concept"", ""Heritage""]",5,"[""cj_v41_0258"", ""cj_v41_0500"", ""cj_v41_0573"", ""cj_v41_0785"", ""cj_v41_1290""]",MULTIPLE_ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,신주,AMBIGUOUS,2,AMBIGUOUS,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43ee3a67b10790ab926d,민족자주연맹,민족자주연맹,"[""민족자주연맹""]","[""resolution-case:fe21867838427e869ff7""]","[""단체""]","[""Organization""]",1,"[""cj_v41_0557""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,민족자주연맹,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43ef9f902ab88fad8776,국서고,국서고,"[""국서고""]","[""resolution-case:eca691b1a9e44580ede3""]","[""문헌""]","[""Work""]",1,"[""cj_v41_0927""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,국서고,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43f8773a88ae9db9e097,삼청동,삼청동,"[""삼청동""]","[""resolution-case:d1e530abbaa9e2d303b1""]","[""지명""]","[""Place""]",1,"[""cj_v41_1363""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,삼청동,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43feab52df872e983ade,법주사 팔상전,법주사팔상전,"[""법주사 팔상전""]","[""resolution-case:6f3cb90c5d5ece2c230e""]","[""문화재""]","[""Heritage""]",4,"[""cj_v41_0403"", ""cj_v41_img_61_18"", ""cj_v41_img_64_16"", ""cj_v41_img_65_17""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,법주사 팔상전,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:43feda8b5d125ef5eb62,고등보통학교,고등보통학교,"[""고등보통학교""]","[""resolution-case:2b0758b54de889851665""]","[""기관""]","[""Institution""]",3,"[""cj_v41_0890"", ""cj_v41_1276"", ""cj_v41_1420""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,고등보통학교,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:440d33cedf2e553930b6,군장,군장,"[""군장""]","[""resolution-case:0f2ad010c5a9a0143e01""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0762""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,군장,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:441138a68db252d1ec8f,진흥왕 순수비,진흥왕순수비,"[""진흥왕 순수비""]","[""resolution-case:55c39e97615701e93620""]","[""문화재""]","[""Heritage""]",13,"[""cj_v41_0024"", ""cj_v41_0121"", ""cj_v41_0162"", ""cj_v41_0212"", ""cj_v41_0495"", ""cj_v41_0593"", ""cj_v41_0639"", ""cj_v41_0784"", ""cj_v41_0830"", ""cj_v41_0877"", ""cj_v41_1047"", ""cj_v41_1120"", ""cj_v41_1167""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,진흥왕 순수비,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4417ef9226a3ca7d5815,해군대장군,해군대장군,"[""해군대장군""]","[""resolution-case:db9a92586a861c4113c0""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1441""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,해군대장군,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4423ee5c9a17fede6bf9,촌락 문서,촌락문서,"[""촌락 문서""]","[""resolution-case:ffc4819fbef6d68a3151""]","[""문헌""]","[""Work""]",5,"[""cj_v41_0526"", ""cj_v41_0764"", ""cj_v41_0905"", ""cj_v41_1198"", ""cj_v41_1390""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,촌락 문서,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:4424d80a74a75f3bd209,울산항,울산항,"[""울산항""]","[""resolution-case:bd1dadf94927d045f9f4""]","[""지명""]","[""Place""]",5,"[""cj_v41_0101"", ""cj_v41_0449"", ""cj_v41_0764"", ""cj_v41_1198"", ""cj_v41_1445""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,울산항,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
