term_name,term_ch,term_year,term_times,term_lk,term_desc
순문사,巡問使,?-1389,고려후기,정치·행정·법제>인사,고려후기 지방의 군무(軍務)를 살피기 위하여 파견하던 임시 벼슬로 3품 이하가 임명됨. 1389년(공양왕 1) 절제사로 바뀜.
도순문사,都巡問使,1392-1486,조선전기,국방·군사>군직,조선전기 지방의 군사 상황을 살피기 위하여 파견한 임시 관직으로 2품 이상의 재추(宰樞)로서 임명함.
1품,一品,1392-1897,조선시대,국방·군사>군직,조선시대 정1품(正一品)·종1품(從一品)의 서반 관직.
정위,正尉,1894-1907,근대,국방·군사>군직,1894년(고종 31) 신식 군제에 의하여 신설된 3품의 군직.
부위,副尉,1894-1907,근대,국방·군사>군직,1894년(고종 31) 신식 군제에 의하여 신설된 6품의 군직.
참위,參尉,1894-1907,근대,국방·군사>군직,1894년(고종 31) 신식 군제에 의하여 신설된 6품의 군직.
정교,正校,1894-1907,근대,국방·군사>군직,1894년(고종 31) 신식 군제에 의하여 신설된 군직으로 품계가 없음.
부교,副校,1894-1907,근대,국방·군사>군직,1894년(고종 31) 신식 군제에 의하여 신설된 군직으로 품계가 없음.
5위도총부,五衛都摠府,1466-1882,조선시대,정치·행정·법제>행정>중앙행정기구,조선시대의 중앙군인 5위(五衛)를 지휘 감독한 서반 정2품의 최고 군령 기관(軍令機關).
대학재,大學齋,1367-?,고려후기-조선시대,교육>전근대교육기관,고려후기-조선시대 성균관(成均館)에 둔 사서재(四書齋)의 하나로 교육과정의 첫 단계.
서울중앙전신국,서울中央電信局,1912-1945,일제시기,교통·통신>통신기관·단체,1912년 전신에 관한 사무를 담당하기 위해 설치된 조선총독부(朝鮮總督府) 직속기관의 하나.
서울중앙전화국,서울中央電話局,1912-?,일제시기,교통·통신>통신기관·단체,1912년 전화에 관한 사무를 담당하기 위해 설치된 조선총독부(朝鮮總督府) 직속기관의 하나.
연호정,烟戶政,?-?,고려후기,정치·행정·법제>인사,고려후기 연줄 등으로 행한 불법적인 인사관리를 이르는 말.
응사,鷹師,?-?,고려후기-조선시대,사회·생활>신분·계급,고려후기-조선시대 매들 길들이거나 매 사냥을 하는 사람.
이방부,理方府,651-?,남북국시대-고려전기,정치·행정·법제>행정>중앙행정기구,신라시대 형률(刑律)에 관한 사무를 맡아본 관청.
의형대,義刑臺,892-904,남북국시대-고려전기,정치·행정·법제>행정>중앙행정기구,태봉(泰封)·고려 초기의 중앙 관청.
군무사,軍務司,1880-1885,개항기,국방·군사>군사기구,1880년(고종 17) 이후 통리기무아문(統理機務衙門)·통리내무아문(統理內務衙門)·통리군국사무아문(統理軍國事務衙門)에 소속되어 군무에 관한 일을 담당하던 관청.
군무총장,軍務總長,1899-1904,근대,정치·행정·법제>인사,대한제국기 한성부의 군무를 맡아보던 군무국의 최고 무관직.
군부,軍部,1897-1907,대한제국기,정치·행정·법제>행정>중앙행정기구,1897년(광무 1) 설치되어 국방에 관한 사무와 행정·인사에 관한 사무를 담당한 행정부서.
독립협회사건,獨立協會事件,1898,근대,정치·행정·법제>정치>정치사건,1898년 독립협회와 황국협회가 국체문제를 둘러싸고 대결하여 일어난 사건.
귀수,貴愁,?,조선시대,서명,"조선시대 사역원 역관들에게 여진어 교육에 사용하던 학습서로, 역과(譯科) 초시 과목의 하나였음."
제국주의,帝國主義,?-?,근대,정치·행정·법제>정치사상·정책,19세기말 이후 국가의 정치적·경제적 지배권을 다른 민족·국가의 영토로 확대시키려는 국가의 충동이나 정책.
읍군,邑君,?-?,,역사일반>왕호,초기국가의 지배자 칭호.
한4군,漢四郡,B.C.108-313,고대,정치·행정·법제>행정>행정구역,위만조선(衛滿朝鮮) 멸망 후 중국의 한(漢)이 한반도의 서북부지역에 설치한 4개의 군(郡).
겸도승지,兼都承旨,?-?,조선시대,정치·행정·법제>인사,조선후기 승정원 도승지의 관계(官階) 진급에 따른 임시 관직명.
화민,化民,?-?,통시대,사회·생활>풍속·의례>풍속,조상의 산소가 있는 자기 고장의 수령에 대하여 자신을 가리킬 때 사용하는 말.
폐포,幣布,?-?,조선시대,경제·산업>상업·유통·서비스업>상품,화폐 대신에 쓰는 포.
하마연,下馬宴,?-?,조선시대,사회·생활>풍속·의례>국가의례,조선시대 중국사신을 환영하는 연회(宴會).
향교전,鄕校田,?-?,조선시대,경제·산업>농업>토지제도,조선시대 각 지방의 향교 운영에 필요한 비용에 충당하도록 국가에서 지급한 토지.
무촌리유적,武村里遺蹟,?-?,선사시대-고대,문화·예술>유적,청동기시대 집자리와 삼국시대 고분 유적으로 경상남도 진주시 사봉면 무촌리에 있음.
쌍성총관부,雙城摠管府,1258-1356,고려후기,외교·국제관계>중국>정치·행정·법제(중국),몽고가 영흥 이북을 직접 통치하기 위하여 설치했던 관청.
쌍영총,雙楹塚,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려 벽화고분으로 평안남도 남포시 용강군 용강읍(구:지운면 진지동)에 있음.
쌍화점,雙花店,?-?,고려후기,문화·예술>음악,고려 충렬왕(忠烈王) 때의 작자 미상 가요.
아관파천,俄館播遷,1896,개항기,외교·국제관계>외교분쟁,1896년 2월 11일 친러 세력과 러시아 공사가 공모하여 비밀리에 고종을 러시아 공사관으로 옮긴 사건.
아달라이사금,阿達羅尼師今,?-184,삼국시대,인명,신라 제8대 왕. 재위 154-184년.
아라가야,阿羅伽倻,?-?,초기철기시대,역사일반>국가>고대국가,경상남도 함안 일대에 있던 가야연맹의 하나.
관청,官廳,?-?,조선시대,정치·행정·법제>행정>중앙행정기구,조선시대 관원들이 정무를 보는 관청에 대한 통칭.
아박,牙拍,?-?,고려시대-조선시대,문화·예술>종합예술,고려·조선시대의 향악정재인 동동(動動)에서 사용하던 무구(舞具). 타악기의 일종인 아박(牙拍)을 두 손에 넣고 박을 맞추어 대무(隊舞)하는 춤. 중국 송나라의 것을 본뜬 것.
아신왕,阿莘王,?-405,삼국시대,인명,백제 제17대 왕. 재위 392-405년. 제15대 침류왕의 맏아들.
아악,雅樂,?-?,고려시대-조선시대,문화·예술>음악,고려시대-조선시대 궁중에서 연주하던 양부악(兩部樂)의 하나로 우방(右坊)에 속하는 향악(鄕樂)·당악(唐樂)과 구별하여 좌방(左坊)에 속하는 음악을 가리키는 말.
아악서,雅樂署,1391-1392,고려후기,정치·행정·법제>행정>중앙행정기구,고려후기 궁중 음악을 관장하기 위하여 설치한 음악 기관의 하나.
아악서,雅樂署,1392-1457,조선전기,정치·행정·법제>행정>중앙행정기구,조선전기 예조의 속사(屬史)로 궁중 음악을 관장한 관청.
아윤,亞尹,?-?,조선시대,정치·행정·법제>인사,조선시대 한성부(漢城府) 종2품 좌윤(左尹)·우윤(右尹)의 별칭.
아잔,阿殘,?-?,초기철기시대,역사일반>종족·부족,진한인(辰韓人)의 낙랑인(樂浪人)에 대한 호칭.
아장,亞將,?-?,조선시대,국방·군사>군직,조선시대 무관(武官) 계통의 차관급인 용호별장(龍虎別將)·도감중군(都監中軍)·금위중군(禁衛中軍)·어영중군(御營中軍)의 별칭.
아좌태자,阿佐太子,?,삼국시대,인명,백제 위덕왕의 아들로 일본 쇼토쿠 태자의 초상화를 그렸다고 전해지는 인물.
아차산성,阿且山城,?,삼국시대,문화재,서울특별시 광진구 광장동에 있는 삼국시대의 석축산성.
아찬,阿飡,?-?,고대,정치·행정·법제>인사,신라시대 경위(京位) 17관등 중 제6위 관등. 복색(服色)은 비색(緋色).
아척,阿尺,600-674,고대,정치·행정·법제>인사,신라시대 외위(外位)의 하나로 가장 마지막인 제11위 관등.  전체 17관등 가운데 17등급.
양신공도,良愼公徒,?-1391,고려시대,교육>전근대교육기관,고려시대에 김의진(金義珍) 또는 박명보(朴明保)가 세웠다는 사학(私學)으로 12도(十二徒)의 하나.
양원왕,陽原王,?-559,삼국시대,인명,고구려 제24대 왕. 재위 545-559년.
양현고,養賢庫,1392-1894,조선시대,정치·행정·법제>행정>중앙행정기구,조선시대 성균관 유생(儒生)들의 식량·물품을 공급하던 관청.
만고가,萬古歌,?-?,조선후기,문화·예술>문학,조선후기에 박이화(朴履和)가 지은 가사.
어사도성,御事都省,982-995,고려전기,정치·행정·법제>행정>중앙행정기구,고려 성종 때 백관(百官)을 총령(總領)하던 관청으로 광평성의 후신. 성종 14년(995) 상서도성으로 바뀜.
어사중승,御史中丞,?-?,고려시대,정치·행정·법제>인사,고려시대 어사대(御史臺)의 종4품 관직.
어서원,御書院,?-?,고려시대,정치·행정·법제>행정>중앙행정기구,고려시대 궁궐 내의 서적을 담당하는 왕실 도서관.
3업,三業,?-?,통시대,전통사상·종교>불교>불교사상·신앙,"불교 교리의 하나. 신업(身業)·구업(口業)·의업(意業)을 가리키는 말로, 신체·언어·마음으로 이루어지는 선악의 행위."
여수순천10·19사건,麗水順天十一九事件,1948,현대,국방·군사>군사사건,1948년 10월 19일 전라남도 여수에 주둔하고 있던 국군 제14연대 장병들이 일으킨 군사 반란 사건.
여제동맹,麗濟同盟,642-660,삼국시대,외교·국제관계>외교협상·협약,642년을 전후해서 고구려와 백제가 신라를 누르기 위해 맺은 군사동맹.
역과,譯科,?-?,조선시대,정치·행정·법제>인사,조선시대 한학(漢學)·몽학(蒙學)·여진학(女眞學)·왜학(倭學) 등 4분야에 대한 통역관을 선발하는 잡과(雜科) 시험.
역대가,歷代歌,?-?,조선시대,문화·예술>문학,역대 치란흥망(治亂興亡)의 사실이나 제왕과 성현들의 사적을 서사체로 노래한 시가.
양궁,梁宮,?-?,삼국시대,문화·예술>미술,신라시대 왕도 6부의 하나인 급량부에 둔 별궁.
양무운동,洋務運動,,조선후기,외교·국제관계>중국>정치·행정·법제(중국),19세기 후반 군사 중심의 근대화를 적극적으로 추진한 청나라 관료군(官僚群)의 운동.
양산도,陽山道,?-?,조선시대,문화·예술>음악,조선시대 경기도 민요의 하나.
신기리고분,新基里古墳,?,삼국시대,문화재,"삼국시대 앞트기식무덤, 돌방무덤 유적으로 경상남도 양산시 신기동에 있음."
어모교위,禦侮校尉,995-?,고려시대,정치·행정·법제>인사,고려시대 무산계(武散階)의 종8품(從八品) 첫째 품계[상계(上階)]로 전체 29개 가운데 24번째 등급.
어부사시사,漁父四時詞,1651,조선후기,문화·예술>문학,조선후기 강촌의 어부생활을 읊은 윤선도(尹善道)의 연시조.
어사화,御賜花,?-?,조선시대,사회·생활>풍속·의례>풍속,진찬(進饌) 때 신하들이 사모(紗帽)에 꽂던 임금이 내린 꽃.
어영청,御營廳,1628-1894,조선후기,국방·군사>군사기구,임진왜란 뒤 5위(五衛)에 대체되어 설치된 3군문(三軍門)의 하나.
여결,餘結,?-?,조선시대,경제·산업>농업>농업정책·제도·법령,조선후기 토지 대장에서 누락시켜 남은 전답의 결수.
여수,旅帥,?-?,조선시대,국방·군사>군직,조선시대 군대 조직인 여(旅)의 지휘관.
역대전리가,歷代轉理歌,1371,고려후기,문화·예술>문학,1371년(공민왕 20)에 신득청(申得淸)이 지은 것으로 알려진 가사.
역박사,曆博士,?-?,삼국시대,정치·행정·법제>인사,백제시대 역법(曆法)을 담당한 관직.
역박사,易博士,?-?,삼국시대,정치·행정·법제>인사,백제시대 음양도(陰陽道)를 담당한 관직.
역분전,役分田,940-976,고려전기,경제·산업>농업>토지제도,940년 후삼국통일을 이룩하는 과정에서 공로가 컸던 조신(朝臣)·군사에게 나누어준 토지.
역승,驛丞,1392-1535,조선전기,정치·행정·법제>인사,조선전기 역(驛)·관(館) 등을 관장한 종9품 동반 외관직.
역토,驛土,?-?,조선시대,경제·산업>농업>토지제도,조선시대 교통의 중심지에 설치된 역의 경비를 충당하기 위하여 지급된 전답.
북연,北燕,409-436,삼국시대,역사일반>국가>중국국가,중국 5호16국시대 후연(後燕)의 장군 풍발(馮跋)이 세운 한인(漢人) 왕조. 2대 28년 존속.
연경궁제거사,延慶宮提擧司,1313-?,고려후기,정치·행정·법제>행정>중앙행정기구,1313년(충선왕 5)에 궁궐 안에서 왕명 전달과 잡역(雜役)을 위해 설치한 관청.
연등도감,燃燈都監,1279-1308,고려후기,정치·행정·법제>행정>중앙행정기구,고려시대 연등회를 담당한 임시관청.
연등회,燃燈會,?-?,고려시대,전통사상·종교>불교>불교관련사건·행사,고려시대에 성행한 불교 행사의 한 가지.
연복사종,演福寺鐘,1346,고려후기,문화재,1346년(충목왕 2) 제작하여 연복사에 달았던 종으로 경기도 개성시 남대문(南大門) 누각에 걸려 있음. 우리나라 5대 명종의 하나.
양명학,陽明學,?-?,중세,전통사상·종교>유교>유교학파·용어,명나라의 학자인 왕양명(王陽明)이 이룩한 실천 유교의 철학.
양역,良役,?-?,조선시대,재정·금융>재정>재정정책·법령,16세부터 60세까지의 양인 장정이 지는 국역(國役).
어공원,御供院,1904-1910,근대,정치·행정·법제>행정>중앙행정기구,1904년 궁내부(宮內府) 소속으로 설치되어 왕실의 토지 개간·종식(種植)·천택(川澤)·강해(江海)·제언(堤堰)·어렵(漁獵) 및 국왕에게 진상하는 사무 등을 관리하던 관청.
벌교포학교,筏橋浦學校,1913-1917,일제시기,교육>근대교육기관>초등교육기관,1913년 유신학교(惟信學校)를 계승하여 전라남도 보성군 벌교읍에 설립되었던 사립초등교육기관.
두정리유적,斗井里遺蹟,?-?,선사시대-근세,문화·예술>유적,청동기시대-조선시대에 이르는 무덤과 취락 유적으로 충청남도 천안시 두정동에 있음.
벌교보통학교,筏橋普通學校,1917-1938,일제시기,교육>근대교육기관>초등교육기관,1917년 벌교포학교(筏橋浦學校)가 공립으로 개편된 학교.
노남리고분,魯南里古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,"고구려의 돌무지무덤, 돌방봉토분 유적으로 자강도 시중군 노남리 독로강변에 있음."
벌교남심상소학교,筏橋南尋常小學校,1938-1941,일제시기,교육>근대교육기관>초등교육기관,1938년 벌교보통학교(筏橋普通學校)가 교명을 개칭한 학교.
노산동고분,魯山洞古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려 고분군 유적으로 평양시 삼석구역 장수원동(구:평안남도 대동군 시족면 노산리)에 있음.
노암리지석묘,路岩里支石墓,?-?,선사시대,사회·생활>풍속·의례>매장,청동기시대 고인돌 유적으로 황해남도 안악군 노암리에 있음.
용덕리지석묘,龍德里支石墓,?-?,선사시대,사회·생활>풍속·의례>매장,청동기시대 고인돌 유적으로 평안남도 증산군 용덕리에 있음.
용산리유적,龍山里遺蹟,?-?,선사시대,사회·생활>풍속·의례>매장,청동기시대 고인돌 유적으로 평안남도 성천군 용산리에 있음.
마도동유적,馬島洞遺蹟,?-?,초기철기시대,사회·생활>풍속·의례>매장,초기철기시대 움무덤으로 추정되는 유적으로 경상남도 삼천포시 마도동에 있음.
마동고분,馬洞古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,삼국시대 돌덧널무덤 유적으로 경상북도 안동시 임동면 마동 새터마을에 위치.
정역,征役,?-?,통시대,재정·금융>재정>조세제도,조세(租稅)와 부역(賦役).
정역노자,正役奴子,?-?,조선시대,사회·생활>신분·계급,관청의 신역(身役)을 위해 법률로 그 인원 수가 정해진 노비.
면목동유적,面牧洞遺蹟,?-?,구석기시대,사회·생활>일상생활>주생활,후기구석기시대 유적으로 서울특별시 중랑구 면목동에 있음.
마영리벽화고분,麻永里壁畵古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 석실봉토벽화분으로 평안남도 온천군 마영리(구:평안남도 용강군 마영리)에 있음.
마왕퇴묘,馬王堆墓,?-?,고대,외교·국제관계>중국>종교·문화(중국),전한(前漢) 초기의 무덤으로 중국 호남성(湖南省) 장사시(長沙市) 교외의 마왕퇴(馬王堆)에서 발견됨.
성주마월리토기요지,星州麻月里土器窯址,?-?,삼국시대,문화·예술>미술,"경상북도 성주군 마월리에 있는 삼국시대 토기가마터와 작업장, 토기폐기장 등의 유적."
마장리유적,馬場里遺蹟,?-?,초기철기시대,사회·생활>일상생활>주생활,초기철기시대 집자리 유적으로 경기도 가평군 가평면 상마장리에 있음.
마하리고분,馬霞里古墳,?,삼국시대,문화재,"백제의 나무널무덤, 돌덧널무덤, 독널무덤, 굴식돌방무덤 등의 유적으로 경기도 화성군 봉담면 마하리에 있음."
만보정고분,萬寶汀古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려 통구고분군(通溝古墳群)을 구성하는 6대 고분군의 하나. 중국 길림성 집안현에 있음.
삼척초당굴,三陟草堂窟,?,통시대,문화재,1970년 천연기념물 제226호로 지정된 삼척지방의 동굴.
흑두루미,黑두루미,?,통시대,문화재,1970년 천연기념물 제228호로 지정된 겨울철새.
금강의어름치,錦江의어름치,?,통시대,문화재,1972년 천연기념물 제238호로 지정된 토종어류.
안악2호분,安岳2號墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 벽화고분으로 안악고분군 가운데 하나.
부제조상궁,副提調尙宮,?-?,조선시대,정치·행정·법제>인사,"조선시대 내전별고(內殿別庫)를 관리하고 옷감, 그릇 등의 출납을 관리하던 상궁."
까막딱따구리,까막딱따구리,?,통시대,문화재,1973년 천연기념물 제242호로 지정된 조류.
이천의백송,利川의白松,?,근세-현대,문화재,1976년 천연기념물 제253호로 지정된 이천지역에 있는 흰 소나무.
평정리벽화고분,坪井里壁畵古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 벽화고분으로 황해남도 안악군 평정리에 있음.
단양고수리동굴,丹陽古藪里洞窟,?,통시대,문화재,1976년 천연기념물 제256호로 지정된 동굴.
무태장어,無泰長魚,?,통시대,문화재,1978년 천연기념물 제258호로 지정된 어류.
월정리벽화고분,月精里壁畵古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 벽화고분으로 황해남도 안악군 월정리에 있음.
어름치,어름치,?,통시대,문화재,천연기념물로 지정된 잉어류 잉어과의 민물고기.
평창의백룡동굴,平昌의白龍洞窟,?,통시대,문화재,1979년 천연기념물 제260호로 지정된 평창지역의 석회동굴.
봉성리벽화고분,鳳城里壁畵古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 벽화고분으로 황해남도 안악군 봉성리에 있음.
온달동굴,溫達洞窟,?,통시대,문화재,1979년 천연기념물 제261호로 지정된 온달성 아래의 동굴.
노동동굴,蘆洞洞窟,?,통시대,문화재,1979년 천연기념물 제262호로 지정된 단양지역의 석회동굴.
검은머리물떼새,검은머리물떼새,?,통시대,문화재,1982년 천연기념물 제326호로 지정된 조류.
원앙,鴛鴦,?,통시대,문화재,1982년 천연기념물 제327호로 지정된 조류.
하늘다람쥐,하늘다람쥐,?,통시대,문화재,1982년 천연기념물 제328호로 지정된 동물.
반달가슴곰,반달가슴곰,?,통시대,문화재,1982년 천연기념물 제329호로 지정된 멸종위기 동물.
수달,수달,?,통시대,문화재,1982년 천연기념물 제330호로 지정된 멸종위기 동물.
물범,물범,?,통시대,문화재,1982년 천연기념물 제331호로 지정된 멸종위기 동물.
적상산성,赤裳山城,?,고려후기,문화재,고려후기에 축조된 것으로 보이는 산성. 전라북도 무주군 적상면 북창리에 있음.
율포해전,栗浦海戰,1592,조선후기,국방·군사>전쟁·전투,1592년(선조 25) 6월 이순신(李舜臣)이 거느린 수군이 율포에서 왜선을 무찌른 해전(海戰).
익산낭산산성,益山朗山山城,?,삼국시대,문화재,건립 연대 미상의 백제시대에 축조한 산성. 전라북도 익산시 낭산면 낭산리에 있음.
화산서원,華山書院,1657,조선후기,교육>전근대교육기관,1657년(효종 8)에 건립하여 김장생(金長生)을 배향한 사액서원. 전라북도 익산시 금마면 신용리에 위치.
익산민란,益山民亂,1862,조선후기,사회운동·독립운동>농민운동·항쟁,1862년(철종 13) 3월 27일 전라도 익산에서 일어난 농민운동.
화암서원,華巖書院,1552,조선전기,교육>전근대교육기관,1552년(명종 7) 이공수(李公遂)를 배향하고자 세운 서원. 전라북도 익산시 금마면 기양리에 있음.
미륵사,彌勒寺,852,남북국시대,전통사상·종교>불교>불교관련시설,852년(문성왕 14) 무염(無染)이 창건한 사찰. 마곡사(麻谷寺)의 말사. 충청남도 금산군 복수면 지량리 천비산(天庇山)에 있음.
포초골미륵불좌상,포초골彌勒坐佛像,?,고려전기,문화재,고려전기에 세워진 돌로 만든 미륵좌불상. 경기도 여주군 대성사에 있음.
민속극,民俗劇,?,통시대,문화재,"민속 집단 생활의 전반에 걸친 민족의 기반적 생활 양태를 연극적으로 표현, 형상화한 것."
민간활자및인쇄용구,民間活字및括印刷用具,?,조선후기,문화재,"조선후기에 민간에서 책을 찍어내는 데 사용한 목활자와 그 용구. 활자 19상자, 인쇄용구로는 조각칼 2개, 송곳 5개, 실톱 2개, 대젓가락 7벌, 먹솔 1개, 먹판 1개, 고리짝 1개 등이 있음. 국립중앙도서관 소장."
벽파진,碧波津,?-?,고려시대-조선시대,교통·통신>교통시설,전라남도 진도군 고군면 벽파리에 있던 나루터.
윤이이초의옥,尹彛李初의獄,1390,고려후기,정치·행정·법제>정치>정치사건,1390년(공양왕 2) 5월 윤이(尹彛)·이초(李初)의 무고에서 비롯된 옥사.
의창곡,義倉穀,?-?,고려시대-조선시대,사회·생활>보건·복지>구휼,고려-조선시대 농민 구제를 위하여 각 지방에 설치된 의창(義倉)에 비축한 곡식.
북찬가,北竄歌,1755,조선후기,문화·예술>문학,1755년(영조 31) 이광명(李匡明)이 지은 유배가사(流配歌辭).
비결신앙,秘訣信仰,?,통시대,전통사상·종교>무교·민간신앙,"세상에 알려져 있지 않은 비밀스러운 방법을 제시하는 신앙(信仰). 
"
5품,五品,1076-1392,고려시대,정치·행정·법제>인사,고려시대 문산계(文散階)의 다섯 번째 등급. 정(正)과 종(從)에 상(上)·하(下)로 모두 4등급.
6품,六品,1076-1392,고려시대,정치·행정·법제>인사,고려시대 문산계(文散階)의 여섯 번째 등급. 정(正)과 종(從)에 상(上)·하(下)로 모두 4등급.
7품,七品,1076-1392,고려시대,정치·행정·법제>인사,고려시대 문산계(文散階)의 일곱 번째 등급. 정(正)과 종(從)에 상(上)·하(下)로 모두 4등급.
8품,八品,1076-1392,고려시대,정치·행정·법제>인사,고려시대 문산계(文散階)의 여덟 번째 등급. 정(正)과 종(從)에 상(上)·하(下)로 모두 4등급.
9품,九品,1076-1392,고려시대,정치·행정·법제>인사,고려시대 문산계(文散階)의 아홉 번째 등급. 정(正)과 종(從)에 상(上)·하(下)로 모두 4등급.
국읍,國邑,?-?,고대,정치·행정·법제>행정>행정구역,삼한시대(三韓時代) 여러 국(國) 가운데 정치적 중심이 되는 대읍락(大邑落).
거문고,거문고,?-?,통시대,문화·예술>음악,"고구려 왕산악(王山岳)이 중국 진(晉)나라의 7현금(7絃琴)을 개량하여 만든 악기로, 사부(絲部)에 속하는 6줄의 현악기."
쇠도끼,쇠도끼,?-?,초기철기시대,국방·군사>군수품>무기류,쇠로 만든 도끼.
사산비명,四山碑銘,?-?,남북국시대,문화·예술>문학,신라 말기 최치원(崔致遠)이 지은 사륙변려문(四六騈儷文)으로 된 4개의 비문.
봉암사지증대사적조탑비,鳳巖寺智證大師寂照塔碑,924,고려전기,문화재,경상북도 문경군 봉암사에 있는 지증대사의 탑비.
쇠낫,쇠낫,?-?,초기철기시대,경제·산업>농업>농기구,철을 주조하여 만든 수확용 농기구.
북제,北齊,550-577,삼국시대,역사일반>국가>중국국가,중국 남북조시대 동위(東魏)의 실권자 고양(高洋)이 세운 왕조. 6대 28년 존속.
고대국가,古代國家,?-?,고대,학술·과학기술>사회과학,연맹왕국의 단계를 거쳐 왕을 정점으로 하는 중앙집권적 정치체제가 갖추어진 단계의 국가.
백관당,百官幢,?-?,남북국시대,국방·군사>군>중앙군,통일신라시대 중앙군단에 소속된 부대.
소경여갑당,小京餘甲幢,?-?,남북국시대,국방·군사>군>중앙군,신라 39여갑당(三十九餘甲幢) 중 법당 군단에 소속된 한 부대.
솟대,솟대,?-?,통시대,전통사상·종교>무교·민간신앙,민간신앙을 목적으로 또는 경사가 있을 때 세우는 대.
홍적세,洪積世,B.P.200만년-B.P.1만년,선사시대,역사일반>시기·시대,지질시대 신생대(新生代) 제4기의 전반기 세(世)로서 인류가 살기 시작한 시대.
충적세,沖積世,B.P.1만년-?,통시대,역사일반>시기·시대,지질시대 신생대(新生代) 제4기의 후반기의 세(世)로서 농경이 시작되고 문화가 발전한 시기.
간빙기,間氷期,?-?,선사시대,역사일반>시기·시대,지질시대 신생대(新生代) 제4기 홍적세(洪積世) 중 4번의 빙기(氷期) 사이의 온난한 시기.
좌장,左將,240-660,삼국시대,정치·행정·법제>인사,삼국시대 백제의 관직으로 병마사(兵馬事)를 관장.
숭문대,崇文臺,?-?,남북국시대,정치·행정·법제>행정>중앙행정기구,신라 경덕왕·헌강왕대에 설치된 문한기구.
오월,吳越,908-978,남북국시대-고려시대,역사일반>국가>중국국가,중국 5대10국시대 전류(錢鏐)가 절강(浙江) 지역에 세운 나라. 5대 71년 존속.
동명왕신화,東明王神話,?-?,삼국시대,문화·예술>문학,고구려의 시조인 주몽(朱蒙)의 탄생과 국가건립에 대한 건국신화.
험독,險瀆,B.C.194-?,고대,지명,위만조선 때 중국 랴오닝성(遼寧省) 대릉하(大凌河) 변에 있었던 위만조선의 수도.
비화가야,非火伽倻,?-?,삼국시대,역사일반>국가>고대국가,경상남도 창녕군 일대에 있던 후기 6가야연맹 중 하나.
상대,上代,B.C.57-654,삼국시대,역사일반>시기·시대,삼국시대 신라 시조 혁거세(赫居世)부터 진덕왕(眞德王)까지의 성골(聖骨)이 왕위에 올랐던 시기로 신라의 형성 발전기에 해당.
우시산국,于尸山國,?-?,삼국시대,역사일반>국가>고대국가,"신라 초기 울산광역시 일대에 위치한 소국, 탈해이사금(脫解尼師今) 때 거도(居道)에 의하여 복속됨."
만보당,萬步幢,?-?,남북국시대,국방·군사>군>중앙군,통일신라시대 9주에 각각 2씩 설치된 보병부대.
순행,巡幸,?-?,통시대,정치·행정·법제>행정>행정제도,국왕이 천하를 다니면서 정치와 민정을 시찰하던 통치행위.
정암사,淨巖寺,636-?,삼국시대,전통사상·종교>불교>불교관련시설,636년(선덕여왕 5) 강원도 정선군 태백산 기슭에 자장(慈藏)이 창건한 사찰. 우리 나라 5대 적멸보궁(寂滅寶宮)의 하나. 월정사(月精寺)의 말사.
정사암,政事巖,?-?,삼국시대,정치·행정·법제>행정>행정제도,백제 때 좌평을 의장으로 하여 정치를 논의하고 재상을 뽑던 장소.
제가회의,諸加會議,?-?,삼국시대,정치·행정·법제>행정>행정제도,삼국시대 고구려에서 국가의 중대사를 결정하였던 최고 귀족회의.
정토신앙,淨土信仰,?-?,통시대,전통사상·종교>불교>불교사상·신앙,"불교에서 시방정토(十方淨土), 특히 아미타불의 정토에 다시 태어나려는 극락왕생(極樂往生) 신앙."
나마,奈麻,?-935,고대,정치·행정·법제>인사,신라시대의 경위(京位) 17관등 중 제11관등. 복색(服色)은 청색(靑色).
태평송,太平頌,650,삼국시대,문화·예술>문학,신라의 진덕여왕이 당(唐) 고종(高宗)의 성덕(聖德)을 칭송하기 위하여 지어 김춘추(金春秋)의 아들 법민(法敏)을 시켜 바치게 한 오언고시.
고추가,古鄒加,?-?,삼국시대,정치·행정·법제>인사,"고구려 초기 왕족의 대가(大加), 소노부(消奴部)의 적통 대인(適統大人), 혹은 왕비족(王妃族)인 절노부(絶奴部) 대가에게 주던 칭호."
소가,小加,?-?,고대,역사일반>왕호,고대 부여·고구려 사회의 씨족장(氏族長)에 주던 칭호.
대릉하,大凌河,?,,지명,중국 랴오닝성(遼寧省) 서부의 강줄기를 합쳐 랴오둥만(遼東灣)으로 흘러드는 강.
헌가악,軒架樂,1116-?,고려시대-조선시대,문화·예술>음악,조선시대 제례(祭禮)나 대례(大禮) 등의 궁중의식 때 섬돌 아래인 당하(堂下)에서 연주하던 궁중음악.
